run_id,traffic_seed,rank,flight_id,collective_influence,degree,conflict_point_involvement,conflict_pair_involvement,top10_union_conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,244,1,64,102.0,7,8,8,32
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,244,2,16,60.0,6,7,7,32
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,244,3,62,45.0,4,5,5,32
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,244,4,80,42.0,4,4,4,32
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,244,5,85,36.0,4,4,4,32
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,244,6,94,34.0,3,5,5,32
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,244,7,95,32.0,3,3,3,32
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,244,8,82,28.0,3,3,3,32
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,244,9,73,26.0,3,3,3,32
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,244,10,84,26.0,3,3,3,32
