hotspot_id,x_cell,y_cell
0,29.545139976306938,25.157519202128526
1,30.866577914537906,26.508915209971498
2,51.34870563526861,6.072030205151407
3,49.27179617155736,20.62313761119437
4,0.5,27.46503341712774
5,38.1878878354774,13.422729228152942
6,31.232678094766012,58.391885019427775
7,31.448708721688103,21.66081550582082
8,39.952833962301,53.51408356460272
9,39.57497696267488,29.65631057654831
