initial_conflicts_uncertain,initial_conflicts_without_uncertainty,initial_conflict_points_uncertain,initial_conflict_pairs_uncertain,initial_conflict_edges_uncertain,initial_conflict_points_no_uncertain,initial_conflict_pairs_no_uncertain,initial_conflict_edges_no_uncertain,final_conflicts_two_stage,final_conflicts_one_stage,final_conflict_points_two_stage,final_conflict_pairs_two_stage,final_conflict_edges_two_stage,final_conflict_points_one_stage,final_conflict_pairs_one_stage,final_conflict_edges_one_stage,changed_flight_count_two_stage,changed_flight_count_one_stage,delayed_flight_count,runtime_seconds,final_fitness,risk_increase_ratio
215,128,215,132,132,128,84,84,1,57,1,1,1,57,55,55,61,21,3,426.4748411999317,1051000.759800896,0.002263692053214092
