run_id,optimizer_seed,generation,elite_pairs,elite_points,elite_paper_fitness,elite_risk_increase,elite_changed_flights,elite_delayed_flights,elite_generation_origin,elite_in_population,elite_reinjected,replaced_individual_pairs,replaced_individual_points,replaced_individual_fitness
20260913_213050_360342_A_plus_elite,6,1,39,59,2808936.437664208,2.585578845643164,45,18,1,True,False,,,
20260913_213050_360342_A_plus_elite,6,2,32,50,2356628.4380847365,1.0813009204229809,44,21,2,True,False,,,
20260913_213050_360342_A_plus_elite,6,3,28,44,2097893.949552018,1.7973748231747326,44,18,3,True,False,,,
20260913_213050_360342_A_plus_elite,6,4,24,49,2358692.709739597,3.32919053368472,45,23,4,True,False,,,
20260913_213050_360342_A_plus_elite,6,5,24,48,2268592.183063585,0.7583769384138273,44,23,5,True,False,,,
20260913_213050_360342_A_plus_elite,6,6,20,25,1178264.105798003,1.084468997540664,44,22,6,True,False,,,
20260913_213050_360342_A_plus_elite,6,7,20,25,1178264.102491313,1.084468997540664,44,22,6,False,False,,,
20260913_213050_360342_A_plus_elite,6,8,20,25,1178264.096647211,1.084468997540664,44,22,6,False,False,,,
20260913_213050_360342_A_plus_elite,6,9,20,25,1178264.087024453,1.084468997540664,44,22,6,False,False,,,
20260913_213050_360342_A_plus_elite,6,10,20,25,1178264.0720302917,1.084468997540664,44,22,6,False,False,,,
20260913_213050_360342_A_plus_elite,6,11,20,25,1178264.0496765387,1.084468997540664,44,22,6,False,False,,,
20260913_213050_360342_A_plus_elite,6,12,20,25,1178264.017535627,1.084468997540664,44,22,6,False,False,,,
20260913_213050_360342_A_plus_elite,6,13,20,25,1178263.9726966731,1.084468997540664,44,22,6,False,False,,,
20260913_213050_360342_A_plus_elite,6,14,18,25,1177376.8932951884,0.8831007151282672,44,27,14,True,False,,,
20260913_213050_360342_A_plus_elite,6,15,18,25,1177376.8123016178,0.8831007151282672,44,27,14,False,False,,,
20260913_213050_360342_A_plus_elite,6,16,18,25,1177376.7065768787,0.8831007151282672,44,27,14,False,False,,,
20260913_213050_360342_A_plus_elite,6,17,18,25,1177376.5708457204,0.8831007151282672,44,27,14,False,False,,,
20260913_213050_360342_A_plus_elite,6,18,18,25,1177376.3991309863,0.8831007151282672,44,27,14,False,False,,,
20260913_213050_360342_A_plus_elite,6,19,18,25,1177376.184709747,0.8831007151282672,44,27,14,False,False,,,
20260913_213050_360342_A_plus_elite,6,20,18,25,1177375.9200694305,0.8831007151282672,44,27,14,False,False,,,
20260913_213050_360342_A_plus_elite,6,21,18,25,1177375.596863953,0.8831007151282672,44,27,14,False,False,,,
20260913_213050_360342_A_plus_elite,6,22,18,25,1177375.2058698493,0.8831007151282672,44,27,14,False,False,,,
20260913_213050_360342_A_plus_elite,6,23,18,25,1177374.7369424063,0.8831007151282672,44,27,14,False,False,,,
20260913_213050_360342_A_plus_elite,6,24,18,25,1177374.17897179,0.8831007151282672,44,27,14,False,False,,,
20260913_213050_360342_A_plus_elite,6,25,18,25,1177373.5198391806,0.8831007151282672,44,27,14,False,False,,,
20260913_213050_360342_A_plus_elite,6,26,18,25,1177372.7463728993,0.8831007151282672,44,27,14,False,False,,,
20260913_213050_360342_A_plus_elite,6,27,18,25,1177371.8443045435,0.8831007151282672,44,27,14,False,False,,,
20260913_213050_360342_A_plus_elite,6,28,18,25,1177370.7982251141,0.8831007151282672,44,27,14,False,False,,,
20260913_213050_360342_A_plus_elite,6,29,18,25,1177369.5915411497,0.8831007151282672,44,27,14,False,False,,,
20260913_213050_360342_A_plus_elite,6,30,18,25,1167470.430445258,0.1687784716477575,44,26,30,True,False,,,
20260913_213050_360342_A_plus_elite,6,31,18,25,1167468.8603439978,0.1687784716477575,44,26,30,False,False,,,
20260913_213050_360342_A_plus_elite,6,32,18,25,1167467.074037651,0.1687784716477575,44,26,30,False,False,,,
20260913_213050_360342_A_plus_elite,6,33,18,25,1167465.0499285588,0.1687784716477575,44,26,30,False,False,,,
20260913_213050_360342_A_plus_elite,6,34,18,25,1167462.7650263656,0.1687784716477575,44,26,30,False,False,,,
20260913_213050_360342_A_plus_elite,6,35,18,25,1167460.1949044992,0.1687784716477575,44,26,30,False,False,,,
20260913_213050_360342_A_plus_elite,6,36,18,25,1167457.3136566486,0.1687784716477575,44,26,30,False,False,,,
20260913_213050_360342_A_plus_elite,6,37,18,18,853046.6031673977,0.16411663173757357,49,19,37,True,False,,,
