run_id,optimizer_seed,generation,best_paper_fitness,best_conflict_pairs,best_conflict_points,mean_conflict_pairs,mean_conflict_points,min_conflict_points,zero_conflict_individual_count,elite_present_before_injection,elite_reinjected,elite_replacement_count_cumulative
20260913_213050_360342_A_plus_elite,6,1,2808936.437664208,39,59,39.0,63.0,59,0,True,False,0
20260913_213050_360342_A_plus_elite,6,2,2195765.6344403396,32,50,41.2,64.6,47,0,True,False,0
20260913_213050_360342_A_plus_elite,6,3,1792803.7003396791,28,44,36.2,49.4,38,0,True,False,0
20260913_213050_360342_A_plus_elite,6,4,1792803.6999038276,24,49,36.666666666666664,71.16666666666667,41,0,True,False,0
20260913_213050_360342_A_plus_elite,6,5,1792803.6987313263,24,48,39.27272727272727,70.9090909090909,45,0,True,False,0
20260913_213050_360342_A_plus_elite,6,6,1178264.105798003,20,25,36.142857142857146,57.57142857142857,25,0,True,False,0
20260913_213050_360342_A_plus_elite,6,7,1178264.102491313,28,41,38.3,58.5,41,0,False,False,0
20260913_213050_360342_A_plus_elite,6,8,1178264.096647211,24,41,37.888888888888886,57.0,41,0,False,False,0
20260913_213050_360342_A_plus_elite,6,9,1178264.087024453,25,30,35.90909090909091,52.63636363636363,30,0,False,False,0
20260913_213050_360342_A_plus_elite,6,10,1178264.0720302917,30,36,37.75,48.75,36,0,False,False,0
20260913_213050_360342_A_plus_elite,6,11,1178264.0496765387,23,28,40.13333333333333,61.266666666666666,28,0,False,False,0
20260913_213050_360342_A_plus_elite,6,12,1178264.017535627,30,37,39.625,58.375,37,0,False,False,0
20260913_213050_360342_A_plus_elite,6,13,1178263.9726966731,31,37,40.916666666666664,68.91666666666667,37,0,False,False,0
20260913_213050_360342_A_plus_elite,6,14,1177376.8932951884,18,25,38.266666666666666,51.06666666666667,25,0,True,False,0
20260913_213050_360342_A_plus_elite,6,15,1177376.8123016178,26,33,39.0,58.27272727272727,33,0,False,False,0
20260913_213050_360342_A_plus_elite,6,16,1177376.7065768787,25,33,41.54545454545455,69.81818181818181,33,0,False,False,0
20260913_213050_360342_A_plus_elite,6,17,1177376.5708457204,22,48,39.92307692307692,62.38461538461539,38,0,False,False,0
20260913_213050_360342_A_plus_elite,6,18,1177376.3991309863,26,28,37.7,50.1,28,0,False,False,0
20260913_213050_360342_A_plus_elite,6,19,1177376.184709747,32,33,42.333333333333336,60.46666666666667,33,0,False,False,0
