run_id,group,population_mode,distance_scale,det_Nc,unc_Nc,network_edges,max_degree,degree_gini,ci_top10_coverage,continuous_conflict_ratio,route_density_gini,route_cell_reuse_p90,route_cell_reuse_max,mean_conflict_points_per_edge,max_conflict_points_per_edge,runtime,environment_seed,traffic_seed,n_flights,beta,requested_population_centers,actual_population_centers,routes_different_from_A,mean_route_length_m
20260912_204157_716_network_reference28_gravity_kilometer_env2025_traffic2025_856707b5,D,reference28_gravity,kilometer,246,352,159,8,0.3026415094339623,0.3380681818181818,0.7073863636363636,0.6705308677677099,5.0,18,2.2138364779874213,18,3.4306063000003633,2025,2025,100,2.0,4,4,97,6393.87795216589
