run_id,optimizer_seed,generation,elite_pairs,elite_points,elite_paper_fitness,elite_risk_increase,elite_changed_flights,elite_delayed_flights,elite_generation_origin,elite_in_population,elite_reinjected,replaced_individual_pairs,replaced_individual_points,replaced_individual_fitness
20260913_213050_360342_A_plus_elite,8,1,32,39,1872025.4722899175,1.2581464786576662,44,17,1,True,False,,,
20260913_213050_360342_A_plus_elite,8,2,25,36,1710682.063644787,1.778598404158875,44,24,2,True,False,,,
20260913_213050_360342_A_plus_elite,8,3,15,21,1009947.222878169,2.6477232487589277,44,27,3,True,False,,,
20260913_213050_360342_A_plus_elite,8,4,15,21,1009947.2226336238,2.6477232487589277,44,27,3,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,8,5,15,21,1009947.2219757625,2.6477232487589277,44,27,3,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,8,6,15,21,1009947.2205194504,2.6477232487589277,44,27,3,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,8,7,15,21,1009947.2176916809,2.6477232487589277,44,27,3,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,8,8,15,21,1009947.2126940029,2.6477232487589277,44,27,3,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,8,9,15,21,1009947.2044649463,2.6477232487589277,44,27,3,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,8,10,15,21,1009947.191642447,2.6477232487589277,44,27,3,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,8,11,15,21,1009947.1725262742,2.6477232487589277,44,27,3,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,8,12,15,21,1009947.1450404548,2.6477232487589277,44,27,3,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,8,13,15,21,1009947.1066956996,2.6477232487589277,44,27,3,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,8,14,15,21,1009947.05455183,2.6477232487589277,44,27,3,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,8,15,15,21,1009946.9851802031,2.6477232487589277,44,27,3,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,8,16,15,21,1009946.8946261365,2.6477232487589277,44,27,3,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,8,17,15,21,1009946.7783713372,2.6477232487589277,44,27,3,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,8,18,15,21,1009946.6312963235,2.6477232487589277,44,27,3,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,8,19,15,21,1009946.4476428538,2.6477232487589277,44,27,3,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,8,20,15,21,1009946.2209763515,2.6477232487589277,44,27,3,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,8,21,15,21,1009945.9441483304,2.6477232487589277,44,27,3,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,8,22,15,21,1009945.6092588208,2.6477232487589277,44,27,3,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,8,23,15,21,1009945.2076187957,2.6477232487589277,44,27,3,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,8,24,15,21,1009944.7297125959,2.6477232487589277,44,27,3,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,8,25,15,21,1009944.1651603571,2.6477232487589277,44,27,3,True,True,inf,inf,inf
