plan_a,plan_b,cell_x,cell_y,cell_z,idx_a,idx_b,time_a,time_b,time_gap,time_diff,required_gap,conflict_type
0,40,2,39,0,1,34,501.4702944350214,543.0686605579826,-41.59836612296124,41.59836612296124,41.83519867837738,uncertain
0,95,9,33,0,8,47,596.3231081774071,588.3988629340064,7.924245243400719,7.924245243400719,46.48578594520087,uncertain
44,82,28,20,0,20,33,495.33524553919835,535.7990767774168,-40.463831238218404,40.463831238218404,48.04221794227518,uncertain
37,47,37,20,1,33,27,1176.5788462187397,1158.758494857644,17.820351361095618,17.820351361095618,49.278957671858166,uncertain
38,83,37,20,1,24,37,2093.010647899413,2078.3955934037313,14.615054495681761,14.615054495681761,49.952186293563514,uncertain
37,47,38,19,1,34,28,1190.7209818424708,1172.9006304813752,17.820351361095618,17.820351361095618,49.83331920159804,uncertain
1,88,26,34,1,26,20,843.0721398299164,826.3398521658589,16.73228766405748,16.73228766405748,46.478495492740215,uncertain
28,88,26,34,1,31,20,843.4351366770703,826.3398521658589,17.09528451121139,17.09528451121139,46.85071736403491,uncertain
1,28,26,34,1,26,31,843.0721398299164,843.4351366770703,-0.3629968471539087,0.3629968471539087,48.47208714290241,uncertain
29,80,32,28,1,24,23,1427.3219038808134,1450.5133013695051,-23.19139748869179,23.19139748869179,45.53049869370962,uncertain
1,35,35,26,0,35,21,967.153314832974,1007.5291740098714,-40.37585917689739,40.37585917689739,48.856717192186956,uncertain
1,35,36,26,0,36,20,977.153314832974,997.5291740098714,-20.375859176897393,20.375859176897393,48.856717192186956,uncertain
27,29,49,28,0,29,7,1209.4975158834495,1230.5187772695563,-21.021261386106744,21.021261386106744,43.49251367231817,uncertain
44,73,42,34,0,34,19,693.3251442714317,650.568150000822,42.75699427060965,42.75699427060965,48.20458667510704,uncertain
73,92,41,35,0,20,16,664.710285624553,634.5911791963989,30.119106428154055,30.119106428154055,42.84303874099069,uncertain
2,98,30,46,1,25,28,918.7499969521414,932.9105801408364,-14.160583188695,14.160583188695,48.40396305642001,uncertain
36,51,32,18,0,16,17,502.0898188641248,468.8355658389895,33.25425302513531,33.25425302513531,42.66097137770833,uncertain
13,37,32,18,0,25,28,1102.9709816399513,1117.8542684623671,-14.883286822415812,14.883286822415812,47.149189911699956,uncertain
9,37,32,18,0,16,28,1157.5828486508794,1117.8542684623671,39.728580188512296,39.728580188512296,44.97930049353427,uncertain
38,83,36,22,0,22,35,2068.4282057667715,2053.8131512710897,14.615054495681761,14.615054495681761,48.988572268923164,uncertain
4,94,33,1,0,0,22,643.5536080908674,655.2798241686921,-11.726216077824688,11.726216077824688,39.043692399227524,uncertain
4,58,19,16,1,15,17,852.4875968363108,853.0385727769574,-0.5509759406465946,0.5509759406465946,42.5955028769784,uncertain
46,49,14,22,1,43,32,1992.5840227840954,1956.664703343797,35.919319440298295,35.919319440298295,52.47725453832584,uncertain
41,48,8,47,0,4,5,175.35970446535757,191.12150556252965,-15.761801097172082,15.761801097172082,36.3333704864936,uncertain
5,45,5,9,2,50,50,757.2361966237654,739.4911698752173,17.74502674854807,17.74502674854807,57.44847489084751,uncertain
5,37,5,6,0,53,1,788.1168096415865,789.8643697301336,-1.7475600885470612,1.7475600885470612,47.46089007255481,uncertain
5,31,5,5,0,54,3,798.1168096415865,763.2802100422779,34.83659959930867,34.83659959930867,48.21124800074868,uncertain
