generation,evaluation_id,conflict_index,actor_flight,strategy,pairs_before,pairs_after,points_before,points_after,accepted,rollback_reason
1,23308:1,33,23,schedule,60,58,69,67,True,
1,23308:1,25,23,reroute,58,58,67,67,False,same_pairs_points_not_decreased
1,23308:1,35,24,speed,58,58,67,67,False,same_pairs_points_not_decreased
1,23308:1,34,24,reroute,58,57,67,66,True,
1,23308:1,8,26,speed,57,57,66,66,False,same_pairs_points_not_decreased
1,23308:1,32,26,reroute,57,55,66,64,True,
1,23308:1,18,27,reroute,55,55,64,64,False,same_pairs_points_not_decreased
1,23308:1,29,29,speed,55,54,64,63,True,
1,23308:1,41,29,reroute,54,52,63,60,True,
1,23308:1,19,30,speed,52,52,60,60,False,same_pairs_points_not_decreased
1,23308:1,17,32,speed,52,52,60,60,False,same_pairs_points_not_decreased
1,23308:1,48,33,speed,52,52,60,60,False,same_pairs_points_not_decreased
1,23308:1,43,35,speed,52,53,60,61,False,pairs_increased
1,23308:1,4,40,schedule,52,51,60,59,True,
1,23308:2,25;33,23,reroute,60,57,69,66,True,
1,23308:2,34,24,speed,57,57,66,66,False,same_pairs_points_not_decreased
1,23308:2,35,24,reroute,57,57,66,66,False,same_pairs_points_not_decreased
1,23308:2,32,26,schedule,57,56,66,73,True,
1,23308:2,8,26,reroute,56,57,73,66,False,pairs_increased
1,23308:2,18,27,reroute,56,55,73,72,True,
1,23308:2,29,29,schedule,55,53,72,69,True,
1,23308:2,41,29,speed,53,53,69,69,False,same_pairs_points_not_decreased
1,23308:2,19,30,speed,53,53,69,69,False,same_pairs_points_not_decreased
1,23308:2,17,32,speed,53,53,69,69,False,same_pairs_points_not_decreased
1,23308:2,48,33,reroute,53,51,69,67,True,
1,23308:2,43,35,schedule,51,50,67,66,True,
1,23308:2,59,40,schedule,50,52,66,69,False,pairs_increased
1,23308:2,4,40,reroute,50,50,66,66,False,same_pairs_points_not_decreased
1,23308:2,60,43,reroute,50,49,66,65,True,
1,23308:2,57,44,speed,49,49,65,65,False,same_pairs_points_not_decreased
1,23308:2,50,47,schedule,49,48,65,64,True,
1,23308:2,53,48,schedule,48,50,64,66,False,pairs_increased
1,23308:2,22;61,49,speed,48,46,64,62,True,
1,23308:2,6;7,53,schedule,46,44,62,58,True,
1,23308:2,5,53,speed,44,44,58,58,False,same_pairs_points_not_decreased
1,23308:2,11,54,schedule,44,43,58,57,True,
1,23308:2,62,55,reroute,43,42,57,56,True,
1,23308:2,20,56,schedule,42,40,56,53,True,
1,23308:2,45;46,56,speed,40,40,53,53,False,same_pairs_points_not_decreased
1,23308:3,33,23,schedule,60,58,69,67,True,
1,23308:3,25,23,speed,58,58,67,67,False,same_pairs_points_not_decreased
1,23308:3,35,24,speed,58,58,67,67,False,same_pairs_points_not_decreased
1,23308:3,34,24,reroute,58,59,67,68,False,pairs_increased
