generation,evaluation_id,conflict_index,actor_flight,strategy,pairs_before,pairs_after,points_before,points_after,accepted,rollback_reason
1,29864:1,25,23,speed,60,59,69,68,True,
1,29864:1,33,23,reroute,59,59,68,68,False,same_pairs_points_not_decreased
1,29864:1,34,24,schedule,59,59,68,68,False,same_pairs_points_not_decreased
1,29864:1,35,24,speed,59,60,68,69,False,pairs_increased
1,29864:1,32,26,schedule,59,57,68,66,True,
1,29864:1,8,26,speed,57,57,66,66,False,same_pairs_points_not_decreased
1,29864:1,18,27,speed,57,57,66,66,False,same_pairs_points_not_decreased
1,29864:1,29,29,schedule,57,54,66,62,True,
1,29864:1,41,29,reroute,54,54,62,62,False,same_pairs_points_not_decreased
1,29864:1,19,30,speed,54,54,62,62,False,same_pairs_points_not_decreased
1,29864:1,17,32,speed,54,54,62,62,False,same_pairs_points_not_decreased
1,29864:1,48,33,schedule,54,53,62,61,True,
1,29864:1,43,35,reroute,53,52,61,60,True,
1,29864:1,4,40,reroute,52,51,60,59,True,
1,29864:1,57,44,speed,51,51,59,59,False,same_pairs_points_not_decreased
1,29864:1,60,44,reroute,51,50,59,58,True,
1,29864:1,50,47,speed,50,50,58,58,False,same_pairs_points_not_decreased
1,29864:1,53,48,speed,50,50,58,58,False,same_pairs_points_not_decreased
1,29864:1,22,49,schedule,50,46,58,54,True,
1,29864:1,6;7,53,schedule,46,47,54,53,False,pairs_increased
1,29864:1,5,53,reroute,46,45,54,51,True,
1,29864:1,11,54,schedule,45,44,51,50,True,
1,29864:1,20;45;46,56,speed,44,44,50,49,True,
1,29864:1,23,57,reroute,44,44,49,49,False,same_pairs_points_not_decreased
1,29864:1,21,63,schedule,44,42,49,47,True,
1,29864:1,52,63,reroute,42,42,47,47,False,same_pairs_points_not_decreased
1,29864:1,54,64,schedule,42,40,47,45,True,
1,29864:1,0,64,reroute,40,40,45,45,False,same_pairs_points_not_decreased
1,29864:1,47;59;62,65,schedule,40,38,45,43,True,
1,29864:3,25;33,23,schedule,60,58,69,67,True,
1,29864:3,34,24,schedule,58,58,67,67,False,same_pairs_points_not_decreased
1,29864:3,35,24,reroute,58,59,67,68,False,pairs_increased
1,29864:3,8,26,speed,58,58,67,67,False,same_pairs_points_not_decreased
1,29864:3,32,26,reroute,58,56,67,65,True,
1,29864:3,18,27,speed,56,56,65,65,False,same_pairs_points_not_decreased
1,29864:3,41,29,schedule,56,55,65,63,True,
1,29864:3,29,29,speed,55,54,63,62,True,
1,29864:3,19,30,reroute,54,53,62,61,True,
1,29864:3,17,32,schedule,53,51,61,59,True,
1,29864:3,48,33,speed,51,51,59,59,False,same_pairs_points_not_decreased
1,29864:3,43,35,schedule,51,51,59,59,False,same_pairs_points_not_decreased
1,29864:3,4,40,reroute,51,49,59,57,True,
1,29864:3,60,44,schedule,49,49,57,57,False,same_pairs_points_not_decreased
1,29864:3,57,44,speed,49,49,57,57,False,same_pairs_points_not_decreased
1,29864:3,50,47,speed,49,48,57,56,True,
1,29864:3,53,48,reroute,48,47,56,55,True,
1,29864:3,22,49,schedule,47,43,55,51,True,
1,29864:3,5;6;7,53,schedule,43,42,51,48,True,
1,29864:3,11,54,reroute,42,41,48,47,True,
1,29864:3,62,55,reroute,41,40,47,46,True,
1,29864:3,46,56,speed,40,39,46,44,True,
1,29864:4,33,23,schedule,60,59,69,68,True,
1,29864:4,25,23,reroute,59,58,68,67,True,
1,29864:4,34;35,24,speed,58,59,67,68,False,pairs_increased
1,29864:4,8;32,26,schedule,58,58,67,68,False,same_pairs_points_not_decreased
1,29864:4,18,27,speed,58,58,67,67,False,same_pairs_points_not_decreased
1,29864:4,29,29,schedule,58,56,67,64,True,
1,29864:4,41,29,reroute,56,55,64,63,True,
1,29864:4,19,30,schedule,55,53,63,61,True,
1,29864:4,17,32,speed,53,53,61,61,False,same_pairs_points_not_decreased
1,29864:4,48,33,reroute,53,52,61,60,True,
1,29864:4,43,35,reroute,52,52,60,60,False,same_pairs_points_not_decreased
1,29864:4,57,37,reroute,52,51,60,59,True,
1,29864:4,4;59,40,schedule,51,49,59,57,True,
