generation,evaluation_id,conflict_index,actor_flight,strategy,pairs_before,pairs_after,points_before,points_after,accepted,rollback_reason
1,6168:1,48,22,speed,60,60,69,69,False,same_pairs_points_not_decreased
1,6168:1,25,23,speed,60,60,69,69,False,same_pairs_points_not_decreased
1,6168:1,33,23,reroute,60,59,69,68,True,
1,6168:1,35,24,speed,59,59,68,68,False,same_pairs_points_not_decreased
1,6168:1,34,24,reroute,59,58,68,67,True,
1,6168:1,8,26,schedule,58,56,67,65,True,
1,6168:1,32,26,speed,56,56,65,65,False,same_pairs_points_not_decreased
1,6168:1,51,27,schedule,56,55,65,64,True,
1,6168:1,18,27,speed,55,55,64,64,False,same_pairs_points_not_decreased
1,6168:1,29;41,29,schedule,55,54,64,66,True,
1,6168:1,19,30,reroute,54,53,66,65,True,
1,6168:1,52,31,schedule,53,53,65,65,False,same_pairs_points_not_decreased
1,6168:1,17,32,speed,53,52,65,64,True,
1,6168:1,53,33,speed,52,52,64,64,False,same_pairs_points_not_decreased
1,6168:1,43,35,reroute,52,51,64,63,True,
1,6168:1,55,36,schedule,51,49,63,61,True,
1,6168:1,56,36,speed,49,49,61,61,False,same_pairs_points_not_decreased
1,6168:1,57,37,speed,49,49,61,61,False,same_pairs_points_not_decreased
1,6168:1,4,40,schedule,49,47,61,59,True,
1,6168:1,59,40,reroute,47,48,59,60,False,pairs_increased
1,6168:1,60,43,schedule,47,47,59,59,False,same_pairs_points_not_decreased
1,6168:1,49,45,schedule,47,48,59,60,False,pairs_increased
1,6168:1,50,46,schedule,47,46,59,58,True,
1,6168:1,61,49,schedule,46,43,58,55,True,
1,6168:1,22,49,speed,43,43,55,55,False,same_pairs_points_not_decreased
1,6168:1,6,53,schedule,43,43,55,55,False,same_pairs_points_not_decreased
1,6168:1,7,53,speed,43,43,55,55,False,same_pairs_points_not_decreased
1,6168:1,5;54,53,reroute,43,42,55,52,True,
1,6168:1,11,54,reroute,42,42,52,52,False,same_pairs_points_not_decreased
1,6168:1,62,55,reroute,42,41,52,51,True,
1,6168:1,46,56,schedule,41,39,51,48,True,
1,6168:1,20,56,speed,39,39,48,48,False,same_pairs_points_not_decreased
1,6168:1,45,56,reroute,39,39,48,48,False,same_pairs_points_not_decreased
1,6168:1,23,57,schedule,39,36,48,45,True,
1,6168:1,64,57,speed,36,36,45,45,False,same_pairs_points_not_decreased
1,6168:1,63,57,reroute,36,36,45,45,False,same_pairs_points_not_decreased
1,6168:1,65,61,speed,36,36,45,45,False,same_pairs_points_not_decreased
1,6168:1,21,63,schedule,36,34,45,43,True,
1,6168:1,0,64,schedule,34,33,43,42,True,
1,6168:1,36,65,schedule,33,33,42,43,False,same_pairs_points_not_decreased
1,6168:1,47,65,reroute,33,32,42,41,True,
1,6168:1,38,67,speed,32,32,41,41,False,same_pairs_points_not_decreased
1,6168:1,66,68,reroute,32,32,41,41,False,same_pairs_points_not_decreased
1,6168:1,31;39,73,speed,32,33,41,51,False,pairs_increased
1,6168:1,40,73,reroute,32,31,41,40,True,
1,6168:1,27,75,schedule,31,31,40,40,False,same_pairs_points_not_decreased
1,6168:1,67,78,schedule,31,30,40,38,True,
1,6168:1,58,78,reroute,30,29,38,37,True,
1,6168:1,44,80,schedule,29,29,37,37,False,same_pairs_points_not_decreased
1,6168:1,37,80,speed,29,29,37,37,False,same_pairs_points_not_decreased
1,6168:1,30,81,schedule,29,28,37,36,True,
1,6168:1,42,81,reroute,28,28,36,36,False,same_pairs_points_not_decreased
1,6168:1,24,82,reroute,28,27,36,35,True,
1,6168:1,28,84,reroute,27,27,35,35,False,same_pairs_points_not_decreased
1,6168:1,12;13;14;15,85,schedule,27,25,35,30,True,
1,6168:1,3,85,reroute,25,25,30,30,False,same_pairs_points_not_decreased
1,6168:1,26,86,speed,25,24,30,29,True,
1,6168:1,10,89,speed,24,24,29,29,False,same_pairs_points_not_decreased
1,6168:1,9;16,92,schedule,24,23,29,28,True,
1,6168:1,1,96,schedule,23,24,28,28,False,pairs_increased
1,6168:1,2,96,speed,23,22,28,26,True,
1,6168:1,68,99,schedule,22,20,26,24,True,
1,6168:2,45,21,schedule,60,60,69,68,True,
1,6168:2,46,21,reroute,60,60,68,68,False,same_pairs_points_not_decreased
1,6168:2,48,22,schedule,60,60,68,68,False,same_pairs_points_not_decreased
1,6168:2,25,23,schedule,60,58,68,66,True,
1,6168:2,33,23,reroute,58,57,66,65,True,
1,6168:2,34;35,24,speed,57,57,65,65,False,same_pairs_points_not_decreased
1,6168:2,8,26,schedule,57,55,65,63,True,
1,6168:3,45;46,21,reroute,60,62,69,70,False,pairs_increased
1,6168:3,48,22,reroute,60,59,69,68,True,
1,6168:3,33,23,schedule,59,59,68,68,False,same_pairs_points_not_decreased
1,6168:3,25,23,reroute,59,57,68,66,True,
1,6168:3,34,24,speed,57,57,66,66,False,same_pairs_points_not_decreased
1,6168:3,35,24,reroute,57,56,66,65,True,
1,6168:3,8,26,speed,56,56,65,65,False,same_pairs_points_not_decreased
1,6168:3,32,26,reroute,56,57,65,68,False,pairs_increased
1,6168:3,51,27,schedule,56,55,65,64,True,
1,6168:3,18,27,reroute,55,54,64,63,True,
1,6168:3,41,29,speed,54,53,63,62,True,
2,6168:4,0,0,schedule,60,59,69,68,True,
2,6168:4,3,1,schedule,59,58,68,66,True,
2,6168:4,1;2,1,reroute,58,57,66,65,True,
2,6168:4,6,2,schedule,57,56,65,62,True,
2,6168:4,8,2,speed,56,56,62,62,False,same_pairs_points_not_decreased
2,6168:4,5;7,2,reroute,56,56,62,62,False,same_pairs_points_not_decreased
2,6168:4,10,3,speed,56,56,62,62,False,same_pairs_points_not_decreased
2,6168:4,12;14,5,schedule,56,57,62,64,False,pairs_increased
2,6168:4,13;15,5,speed,56,56,62,62,False,same_pairs_points_not_decreased
2,6168:4,16,6,schedule,56,56,62,62,False,same_pairs_points_not_decreased
2,6168:4,18,7,speed,56,56,62,62,False,same_pairs_points_not_decreased
2,6168:4,19;20,8,speed,56,57,62,63,False,pairs_increased
2,6168:4,21,9,speed,56,56,62,62,False,same_pairs_points_not_decreased
2,6168:4,23,10,schedule,56,55,62,61,True,
2,6168:4,22,10,reroute,55,55,61,61,False,same_pairs_points_not_decreased
2,6168:4,11,11,schedule,55,54,61,60,True,
2,6168:4,24,11,reroute,54,53,60,59,True,
2,6168:4,25;27,13,schedule,53,53,59,59,False,same_pairs_points_not_decreased
2,6168:4,29;30;31,14,speed,53,52,59,58,True,
2,6168:4,33;34,15,reroute,52,50,58,56,True,
2,6168:4,41,19,speed,50,50,56,56,False,same_pairs_points_not_decreased
2,6168:4,32,20,speed,50,50,56,56,False,same_pairs_points_not_decreased
2,6168:4,46,21,speed,50,50,56,57,False,same_pairs_points_not_decreased
2,6168:4,45,21,reroute,50,49,56,54,True,
2,6168:4,48,22,speed,49,48,54,53,True,
2,6168:4,35,23,reroute,48,51,53,56,False,pairs_increased
2,6168:4,51,27,reroute,48,46,53,51,True,
2,6168:4,39;40,29,speed,46,46,51,51,False,same_pairs_points_not_decreased
2,6168:4,43,30,reroute,46,44,51,49,True,
2,6168:4,17,31,schedule,44,44,49,49,False,same_pairs_points_not_decreased
2,6168:4,52,31,speed,44,44,49,49,False,same_pairs_points_not_decreased
2,6168:4,38,32,speed,44,44,49,49,False,same_pairs_points_not_decreased
2,6168:4,53,33,speed,44,44,49,49,False,same_pairs_points_not_decreased
2,6168:4,26,34,reroute,44,44,49,49,False,same_pairs_points_not_decreased
2,6168:4,55;56,36,schedule,44,42,49,47,True,
2,6168:4,57,37,speed,42,41,47,46,True,
2,6168:4,4,38,speed,41,41,46,46,False,same_pairs_points_not_decreased
2,6168:4,47,38,reroute,41,41,46,46,False,same_pairs_points_not_decreased
2,6168:4,42,39,reroute,41,40,46,45,True,
2,6168:4,59,40,reroute,40,39,45,44,True,
2,6168:4,60,43,speed,39,39,44,44,False,same_pairs_points_not_decreased
2,6168:4,49,45,schedule,39,41,44,46,False,pairs_increased
