run_id,traffic_seed,rank,flight_id,collective_influence,degree,conflict_point_involvement,conflict_pair_involvement,top10_union_conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,58,1,80,64.0,5,9,9,42
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,58,2,90,57.0,4,7,7,42
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,58,3,33,56.0,5,5,5,42
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,58,4,73,55.0,6,10,10,42
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,58,5,12,48.0,4,4,4,42
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,58,6,61,45.0,4,5,5,42
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,58,7,55,38.0,3,6,6,42
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,58,8,13,36.0,4,4,4,42
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,58,9,68,36.0,4,4,4,42
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,58,10,86,36.0,3,3,3,42
