run_id,traffic_seed,grid_x,grid_y,grid_z,distinct_flight_count
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,0,0,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,0,1,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,0,5,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,0,9,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,0,19,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,0,21,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,0,22,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,0,29,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,0,35,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,0,36,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,0,37,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,0,38,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,0,39,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,0,40,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,0,41,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,0,42,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,0,43,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,0,44,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,0,45,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,0,46,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,0,47,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,0,48,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,1,1,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,1,2,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,1,5,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,1,10,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,1,11,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,1,15,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,1,19,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,1,20,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,1,21,0,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,1,22,0,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,1,23,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,1,24,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,1,25,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,1,26,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,1,27,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,1,28,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,1,28,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,1,29,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,1,29,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,1,30,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,1,30,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,1,31,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,1,31,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,1,32,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,1,32,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,1,33,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,1,33,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,1,34,0,4
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,1,34,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,1,35,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,1,35,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,1,36,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,1,36,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,392,1,37,0,2
