flight_id,degree,collective_influence,conflict_point_involvement,is_ci_top10
0,3,10.0,12,False
1,3,28.0,4,False
2,5,52.0,5,False
3,0,0.0,0,False
4,0,0.0,0,False
5,2,3.0,4,False
6,3,14.0,6,False
7,1,0.0,2,False
8,2,19.0,2,False
9,4,33.0,4,False
10,5,60.0,5,True
11,1,0.0,2,False
12,0,0.0,0,False
13,1,0.0,1,False
14,3,40.0,4,False
15,0,0.0,0,False
16,3,30.0,3,False
17,2,7.0,2,False
18,4,51.0,6,False
19,3,24.0,3,False
20,2,12.0,6,False
21,5,92.0,6,True
22,0,0.0,0,False
23,2,3.0,2,False
24,2,0.0,2,False
25,1,0.0,1,False
26,1,0.0,1,False
27,0,0.0,0,False
28,6,70.0,15,True
29,4,54.0,4,False
30,1,0.0,21,False
31,4,51.0,5,False
32,2,12.0,2,False
33,0,0.0,0,False
34,0,0.0,0,False
35,1,0.0,1,False
36,1,0.0,11,False
37,2,9.0,4,False
38,1,0.0,1,False
39,0,0.0,0,False
40,2,22.0,3,False
41,1,0.0,1,False
42,2,20.0,2,False
43,2,7.0,2,False
44,5,64.0,5,True
45,3,20.0,25,False
46,0,0.0,0,False
47,1,0.0,1,False
48,2,3.0,2,False
49,3,8.0,3,False
50,1,0.0,1,False
51,1,0.0,1,False
52,1,0.0,1,False
53,0,0.0,0,False
54,0,0.0,0,False
55,3,30.0,32,False
56,1,0.0,2,False
57,1,0.0,1,False
58,0,0.0,0,False
59,3,10.0,5,False
60,2,12.0,2,False
61,0,0.0,0,False
62,1,0.0,2,False
63,2,0.0,12,False
64,0,0.0,0,False
65,0,0.0,0,False
66,2,5.0,3,False
67,2,16.0,2,False
68,2,6.0,2,False
69,0,0.0,0,False
70,1,0.0,1,False
71,2,7.0,6,False
72,7,102.0,7,True
73,5,64.0,34,True
74,0,0.0,0,False
75,5,108.0,5,True
76,4,36.0,4,False
77,4,57.0,5,True
78,5,76.0,6,True
79,1,0.0,1,False
80,2,0.0,3,False
81,1,0.0,1,False
82,2,5.0,2,False
83,1,0.0,2,False
84,3,12.0,3,False
85,0,0.0,0,False
86,0,0.0,0,False
87,2,16.0,3,False
88,2,4.0,2,False
89,0,0.0,0,False
90,0,0.0,0,False
91,1,0.0,1,False
92,0,0.0,0,False
93,1,0.0,1,False
94,1,0.0,1,False
95,2,6.0,5,False
96,0,0.0,0,False
97,0,0.0,0,False
98,1,0.0,3,False
99,4,60.0,7,True
