global_generation,stage,stage_generation,fitness,Tdelay,Tair,ORISK,Nc,n_delay,n_battery,delta
201,stage2,1,2555698.626666256,19964.645927288686,59022.52130249776,763.4803766045887,54,19,0,0.9999999999996875
202,stage2,2,1491251.8953458443,18835.786022366075,58016.947167366685,754.1121662300095,32,21,0,0.99999999999
203,stage2,3,1444567.9148409104,22075.394094670817,58011.5709422415,766.0733072552887,31,18,0,0.9999999999240625
204,stage2,4,1276431.0234379857,30524.721548845653,58791.12770315887,768.7299351800702,27,20,0,0.99999999968
205,stage2,5,1276431.0226042247,30524.721548845653,58791.12770315887,768.7299351800702,27,20,0,0.9999999990234375
206,stage2,6,1276431.0207585213,30524.721548845653,58791.12770315887,768.7299351800702,27,20,0,0.99999999757
207,stage2,7,1276431.0171746581,30524.721548845653,58791.12770315887,768.7299351800702,27,20,0,0.9999999947478125
208,stage2,8,1276431.0108406933,30524.721548845653,58791.12770315887,768.7299351800702,27,20,0,0.99999998976
209,stage2,9,1276431.0004113382,30524.721548845653,58791.12770315887,768.7299351800702,27,20,0,0.9999999815471875
210,stage2,10,1276430.9841603385,30524.721548845653,58791.12770315887,768.7299351800702,27,20,0,0.99999996875
211,stage2,11,1268333.0331281372,28296.793336979204,58394.53677890894,765.3567827479344,27,26,0,0.9999999496715625
212,stage2,12,1268332.9985281043,28296.793336979204,58394.53677890894,765.3567827479344,27,26,0,0.99999992224
213,stage2,13,1268332.950258494,28296.793336979204,58394.53677890894,765.3567827479344,27,26,0,0.9999998839709375
214,stage2,14,1032617.4350741584,45649.735988213484,58207.30310635352,762.2062667314998,22,29,0,0.99999983193
215,stage2,15,1032617.3641467843,45649.735988213484,58207.30310635352,762.2062667314998,22,29,0,0.9999997626953125
216,stage2,16,1032617.2715619276,45649.735988213484,58207.30310635352,762.2062667314998,22,29,0,0.99999967232
217,stage2,17,984980.3855468958,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.9999995562946875
218,stage2,18,984980.2419503279,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.99999940951
219,stage2,19,984980.0626404148,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.9999992262190625
220,stage2,20,984979.8413347629,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.999999
221,stage2,21,984979.5710539535,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.9999987237184375
222,stage2,22,984979.244084858,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.99999838949
223,stage2,23,984978.8519439519,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.9999979886428125
224,stage2,24,984978.3853406295,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.99999751168
225,stage2,25,984977.8341405183,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.9999969482421875
226,stage2,26,984977.1873287933,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.99999628707
227,stage2,27,984976.4329734927,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.9999955159665626
228,stage2,28,984975.55818883,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.99999462176
229,stage2,29,984974.549098511,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.9999935902659375
230,stage2,30,984973.3907990465,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.99999240625
231,stage2,31,984972.0673230678,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.9999910533903125
232,stage2,32,984970.5616026412,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.99998951424
233,stage2,33,984968.8554325813,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.9999877701896875
234,stage2,34,984966.9294337672,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.99998580143
235,stage2,35,984964.7630164555,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.9999835869140625
236,stage2,36,984962.3343435955,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.99998110432
237,stage2,37,984959.6202941443,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.9999783300134375
238,stage2,38,984956.5964263795,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.99997523901
239,stage2,39,984953.2369412158,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.9999718049378125
240,stage2,40,984949.5146455177,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.999968
241,stage2,41,984945.4009154155,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.9999637949371875
242,stage2,42,984940.8656596184,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.99995915899
243,stage2,43,984935.8772827297,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.9999540598615625
244,stage2,44,984930.4026485619,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.99994846368
245,stage2,45,984924.4070434498,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.9999423349609375
246,stage2,46,984917.8541395655,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.99993563657
247,stage2,47,984910.7059582344,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.9999283296853125
248,stage2,48,984902.9228332469,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.99992037376
249,stage2,49,984894.4633741755,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.9999117264846875
250,stage2,50,984885.284429687,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.99990234375
251,stage2,51,984875.3410508595,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.9998921796090625
252,stage2,52,984864.5864544943,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.99988118624
253,stage2,53,984852.9719864327,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.9998693139084375
254,stage2,54,984840.4470848687,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.99985651093
255,stage2,55,984826.9592436642,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.9998427236328125
256,stage2,56,984812.4539756641,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.99982789632
257,stage2,57,984796.8747760096,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.9998119712321875
258,stage2,58,984780.1630854533,28261.87993875363,58230.97013280795,758.7888030938434,21,23,0,0.99979488851
259,stage2,59,978980.5184675578,24017.301196392196,57900.36627861542,758.0210162965279,21,23,0,0.9997765861565625
260,stage2,60,890753.1606376508,28670.886396603895,58154.662978046756,758.0596578322061,19,26,0,0.999757
261,stage2,61,890734.6539379499,28670.886396603895,58154.662978046756,758.0596578322061,19,26,0,0.9997360636559375
262,stage2,62,890714.893069408,28670.886396603895,58154.662978046756,758.0596578322061,19,26,0,0.99971370849
263,stage2,63,890693.8153405715,28670.886396603895,58154.662978046756,758.0596578322061,19,26,0,0.9996898635803125
264,stage2,64,890671.3560048006,28670.886396603895,58154.662978046756,758.0596578322061,19,26,0,0.99966445568
265,stage2,65,890647.4482271225,28670.886396603895,58154.662978046756,758.0596578322061,19,26,0,0.9996374091796875
266,stage2,66,890622.0230510813,28670.886396603895,58154.662978046756,758.0596578322061,19,26,0,0.99960864607
267,stage2,67,890595.0093655916,28670.886396603895,58154.662978046756,758.0596578322061,19,26,0,0.9995780859040625
268,stage2,68,890566.3338717888,28670.886396603895,58154.662978046756,758.0596578322061,19,26,0,0.99954564576
269,stage2,69,797935.8858690028,28886.753367886227,58205.32488872726,757.6201890126889,17,23,0,0.9995112402034375
270,stage2,70,797907.0252378756,28886.753367886227,58205.32488872726,757.6201890126889,17,23,0,0.99947478125
271,stage2,71,797876.4674573407,28886.753367886227,58205.32488872726,757.6201890126889,17,23,0,0.9994361783278125
272,stage2,72,797844.1387534579,28886.753367886227,58205.32488872726,757.6201890126889,17,23,0,0.99939533824
273,stage2,73,797809.963244673,28886.753367886227,58205.32488872726,757.6201890126889,17,23,0,0.9993521651271875
274,stage2,74,797773.862912132,28886.753367886227,58205.32488872726,757.6201890126889,17,23,0,0.99930656043
275,stage2,75,797735.7575699968,28886.753367886227,58205.32488872726,757.6201890126889,17,23,0,0.9992584228515625
276,stage2,76,797695.5648357596,28886.753367886227,58205.32488872726,757.6201890126889,17,23,0,0.99920764832
277,stage2,77,797653.20010056,28886.753367886227,58205.32488872726,757.6201890126889,17,23,0,0.9991541299509376
278,stage2,78,797608.5764994983,28886.753367886227,58205.32488872726,757.6201890126889,17,23,0,0.99909775801
279,stage2,79,797561.6048819526,28886.753367886227,58205.32488872726,757.6201890126889,17,23,0,0.9990384198753125
280,stage2,80,797512.1937818923,28886.753367886227,58205.32488872726,757.6201890126889,17,23,0,0.998976
281,stage2,81,797460.2493881948,28886.753367886227,58205.32488872726,757.6201890126889,17,23,0,0.9989103798746874
