run_id,traffic_seed,grid_x,grid_y,grid_z,distinct_flight_count
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,0,13,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,0,22,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,0,46,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,0,47,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,0,52,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,0,54,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,0,55,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,0,56,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,0,57,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,1,8,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,1,13,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,1,15,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,1,22,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,1,25,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,1,43,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,1,45,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,1,46,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,1,47,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,1,48,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,1,49,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,1,50,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,1,51,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,1,52,0,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,1,53,0,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,1,54,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,1,55,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,1,56,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,1,57,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,1,58,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,2,1,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,2,2,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,2,7,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,2,9,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,2,13,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,2,15,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,2,16,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,2,21,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,2,22,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,2,26,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,2,34,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,2,42,1,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,2,43,1,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,2,44,1,4
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,2,45,1,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,2,46,1,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,2,47,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,2,48,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,2,49,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,2,50,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,2,51,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,2,52,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,2,54,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,2,57,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,2,59,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,3,0,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,3,1,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,3,2,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,3,3,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,3,4,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,3,5,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,3,6,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,3,7,2,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,3,8,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,3,10,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,3,14,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,3,15,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,3,17,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,3,22,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,3,26,1,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,3,27,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,3,27,1,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,3,28,1,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,3,29,1,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,3,30,1,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,3,31,1,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,3,32,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,3,32,1,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,3,33,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,3,33,1,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,3,34,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,3,34,1,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,3,35,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,3,35,1,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,281,3,36,0,2
