run_id,traffic_seed,grid_x,grid_y,grid_z,distinct_flight_count
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,0,28,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,0,32,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,0,34,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,0,35,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,0,41,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,0,59,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,1,0,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,1,7,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,1,8,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,1,12,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,1,17,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,1,28,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,1,32,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,1,33,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,1,34,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,1,35,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,1,36,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,1,37,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,1,38,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,1,39,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,1,40,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,1,41,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,1,42,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,1,43,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,1,48,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,1,55,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,1,56,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,1,58,0,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,1,59,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,2,0,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,2,2,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,2,7,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,2,8,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,2,11,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,2,16,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,2,28,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,2,31,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,2,32,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,2,32,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,2,33,0,1
