run_id,traffic_seed,plan_a,plan_b,conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,0,10,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,0,90,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,1,3,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,1,39,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,1,42,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,1,44,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,1,70,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,1,97,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,3,44,28
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,3,71,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,3,84,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,3,92,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,4,41,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,4,50,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,5,21,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,5,53,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,6,10,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,7,99,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,8,84,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,9,21,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,9,46,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,9,78,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,10,76,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,11,33,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,11,73,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,11,86,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,13,40,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,15,20,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,15,70,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,17,18,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,18,68,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,20,34,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,23,67,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,24,87,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,26,47,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,29,33,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,29,37,1
