run_id,plan_a,plan_b,conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,0,10,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,0,90,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,1,3,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,1,39,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,1,42,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,1,44,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,1,70,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,1,97,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,44,28
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,71,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,84,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,92,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,4,41,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,4,50,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,5,21,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,5,53,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,6,10,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,7,99,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,8,84,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,9,21,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,9,46,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,9,78,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,10,76,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,11,33,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,11,73,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,11,86,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,13,40,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,15,20,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,15,70,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,18,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,18,68,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,20,34,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,23,67,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,24,87,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,26,47,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,29,33,1
