generation,fitness
1,2372299.6552200937
2,1268519.3378613284
3,1268519.3377781275
4,1268519.3374701657
5,1268519.3366417054
6,903624.6823731045
7,903624.6798453709
8,903054.1853174107
9,903054.177960383
10,903054.1664966777
11,903054.1494062361
12,903054.1248330752
13,903054.0905516945
14,903054.0439334847
15,903053.9819131342
16,903053.9009550369
17,903053.7970197002
18,903053.665530152
19,903053.5013383485
20,903053.2986915819
21,903053.0511988874
22,903052.7517974513
23,903052.3927190184
24,903051.965456299
25,903051.4607293782
26,903050.8684521202
27,903050.1776985796
28,903049.3766694063
29,903048.452658254
30,903047.3920181879
31,903046.1801280916
32,903044.8013590756
33,903043.2390408835
34,893464.4972736896
35,893462.5328860146
36,893460.3306994798
37,893457.8697491989
38,893455.1278727674
39,893452.0816769978
40,893448.7065046558
41,893444.9764011954
42,893440.8640814945
43,893436.3408965913
44,893431.376800419
45,893425.9403165418
46,893419.9985048899
47,893413.5169284965
48,893406.4596202319
49,893398.78904954
50,893390.4660891736
51,893381.44998193
52,893371.6983073864
53,893361.1669486362
54,893349.8100590239
55,893337.5800288809
56,893324.4274522613
57,893310.301093677
58,893295.1478548343
59,893278.9127413684
60,893261.5388295794
61,893242.9672331681
62,893223.1370699714
63,893201.9854286984
64,893179.4473356649
65,893155.4557215301
66,893129.9413880316
67,893102.8329747214
68,893074.0569257009
69,893043.5374563572
70,893011.1965200983
71,892976.953775089
72,892940.7265509856
73,892902.4298156732
74,892861.9761419995
75,892819.2756745116
76,892774.236096191
77,892726.7625951895
78,892676.7578315648
79,892624.1219040158
80,892568.7523166186
81,892510.5439455619
82,892449.3890058825
83,892385.1770182012
84,892317.7947754579
85,892247.1263096482
86,892173.0528585574
87,892095.4528324979
88,892014.2017810433
89,891929.172359765
90,891840.2342969675
91,891747.2543604235
92,891650.0963241106
93,891548.6209349456
94,891442.6858795211
95,891332.1457508409
96,891216.8520150553
97,891096.6529781963
98,890971.393752915
99,890840.9162252148
100,890705.0590211889
101,890563.6574737548
102,890416.5435893905
103,890263.5460148696
104,890104.4900039975
105,889939.1973843464
106,889767.4865239913
107,889589.1722982458
108,889404.0660563969
109,889211.9755884414
110,889012.705091821
111,888806.0551381583
112,888591.822639992
113,888369.8008175129
114,888139.7791652994
115,887901.5434190526
116,887654.8755223328
117,887399.5535932941
118,887135.351891421
119,886862.0407842633
120,886579.3867141719
121,886287.1521650344
122,885985.0956290109
123,885672.9715732696
124,885350.5304067216
125,885017.5184467578
126,884673.6778859835
127,884318.7467589543
128,883952.4589089119
129,883574.5439545198
130,883184.727256598
131,882782.7298848598
132,882368.2685846466
133,881941.055743664
134,881500.7993587173
135,881047.2030024459
136,880579.9657900615
137,880098.782346081
138,879603.342771064
139,879093.3326083472
140,878568.4328107806
141,878028.3197074635
142,877472.6649704786
143,876901.1355816295
144,876313.3937991748
145,875709.0971245648
146,875087.8982691763
147,874449.4451210479
148,873793.3807116178
149,873119.3431824561
150,872426.9657520034
151,871715.876682304
152,870985.6992457436
153,870236.0516917835
154,869466.5472136963
155,868676.7939153025
156,867866.3947777047
157,867034.9476260246
158,866182.0450961377
159,865307.2746014085
160,864410.2182994281
161,863490.4530587472
162,862547.5504256132
163,861581.0765907062
164,860590.5923558732
165,859575.6531008647
166,858535.8087500702
167,857470.6037392535
168,856379.5769822887
169,855262.2618378951
170,854118.1860763736
171,852946.871846342
172,851747.8356414704
173,850520.588267217
174,849264.6348075637
175,847979.474591752
176,846664.6011610178
177,845319.5022353275
178,843943.659680114
179,842536.5494730115
180,841097.6416705917
181,839626.400375099
182,838122.2837011869
183,836584.7437426519
184,835013.2265391712
185,833407.1720430368
186,831766.0140858921
187,830089.1803454664
188,828376.0923123114
189,826626.1652565363
190,824838.8081945443
191,733115.4518225497
192,731456.7977099448
193,645289.8863524483
194,643762.8155807357
195,642203.932115717
196,640612.7414727412
197,638988.7440694448
198,553937.3360441646
199,552469.9180213738
200,550776.6217364257
