action_type,plan_id,old_pairs,new_pairs,old_points,new_points,accepted,rollback,runtime_ms,reason,old_target_points,new_target_points,new_pairs_created_by_action,stage,iter,segment_idx,pair,segment_points,conflict_class,matched_strategy,candidate_rank,prob_delay,prob_speed,prob_reroute,source,round,unit_id,plan_a,plan_b,strategy,actor_flight,old_global_points,new_global_points,old_global_pairs,new_global_pairs,prob_delay_after,prob_speed_after,prob_reroute_after
delay,2,46,46,53,71,False,True,8.815799999865703,rollback,4,22,0,stage2_independent_matching,0,0,2-59,4,cluster,delay,0,0.5,0.3,0.2,ADM_ref6_independent_matching,0,0,2,59,delay,2,53,71,46,46,,,
delay,59,46,45,53,49,True,False,7.80899999972462,pairs_decreased,4,0,0,stage2_independent_matching,0,0,2-59,4,cluster,delay,1,0.5,0.3,0.2,ADM_ref6_independent_matching,0,0,2,59,delay,59,53,49,46,45,0.75,0.15,0.1
cruise_level,27,45,45,49,54,False,True,9.397900000294612,rollback,2,7,0,stage2_independent_matching,1,0,27-54,2,crossing,reroute,0,0.25,0.6,0.15,ADM_ref6_independent_matching,1,0,27,54,reroute,27,49,54,45,45,,,
cruise_level,27,45,45,49,48,False,True,22.391200000129174,rollback,2,1,0,stage2_independent_matching,1,0,27-54,2,crossing,reroute,1,0.25,0.6,0.15,ADM_ref6_independent_matching,1,0,27,54,reroute,27,49,48,45,45,,,
cruise_level,27,45,45,49,48,False,True,7.516600000144535,rollback,2,1,0,stage2_independent_matching,1,0,27-54,2,crossing,reroute,2,0.25,0.6,0.15,ADM_ref6_independent_matching,1,0,27,54,reroute,27,49,48,45,45,,,
cruise_level,54,45,44,49,47,True,False,7.928900000024441,pairs_decreased,2,0,0,stage2_independent_matching,1,0,27-54,2,crossing,reroute,3,0.25,0.6,0.15,ADM_ref6_independent_matching,1,0,27,54,reroute,54,49,47,45,44,0.125,0.3,0.575
delay,37,44,44,47,47,False,True,8.063100000072154,rollback,2,2,1,stage2_independent_matching,2,0,37-76,2,crossing,delay,0,0.125,0.3,0.575,ADM_ref6_independent_matching,2,0,37,76,delay,37,47,47,44,44,,,
delay,76,44,44,47,47,False,True,7.612300000346295,rollback,2,2,0,stage2_independent_matching,2,0,37-76,2,crossing,delay,1,0.125,0.3,0.575,ADM_ref6_independent_matching,2,0,37,76,delay,76,47,47,44,44,,,
delay,37,44,42,47,44,True,False,7.400699999834615,pairs_decreased,2,0,1,stage2_independent_matching,2,0,37-76,2,crossing,delay,2,0.125,0.3,0.575,ADM_ref6_independent_matching,2,0,37,76,delay,37,47,44,44,42,0.5625,0.15,0.2875
delay,42,42,42,44,44,False,True,7.6237999996919825,rollback,2,2,0,stage2_independent_matching,3,0,42-78,2,cluster,delay,0,0.75,0.15,0.1,ADM_ref6_independent_matching,3,0,42,78,delay,42,44,44,42,42,,,
delay,78,42,41,44,42,True,False,7.385299999896233,pairs_decreased,2,0,0,stage2_independent_matching,3,0,42-78,2,cluster,delay,1,0.75,0.15,0.1,ADM_ref6_independent_matching,3,0,42,78,delay,78,44,42,42,41,0.875,0.075,0.05
speed,55,41,41,42,42,False,True,8.437700000285986,rollback,2,2,0,stage2_independent_matching,4,0,55-77,2,head_to_head,speed,0,0.15,0.15,0.7,ADM_ref6_independent_matching,4,0,55,77,speed,55,42,42,41,41,,,
speed,77,41,41,42,42,False,True,7.797000000209664,rollback,2,2,1,stage2_independent_matching,4,0,55-77,2,head_to_head,speed,1,0.15,0.15,0.7,ADM_ref6_independent_matching,4,0,55,77,speed,77,42,42,41,41,,,
speed,55,41,41,42,43,False,True,7.836099999622093,rollback,2,3,0,stage2_independent_matching,4,0,55-77,2,head_to_head,speed,2,0.15,0.15,0.7,ADM_ref6_independent_matching,4,0,55,77,speed,55,42,43,41,41,,,
speed,77,41,41,42,42,False,True,7.6539000001503155,rollback,2,2,0,stage2_independent_matching,4,0,55-77,2,head_to_head,speed,3,0.15,0.15,0.7,ADM_ref6_independent_matching,4,0,55,77,speed,77,42,42,41,41,,,
speed,55,41,41,42,41,False,True,7.694899999933114,rollback,2,1,0,stage2_independent_matching,4,0,55-77,2,head_to_head,speed,4,0.15,0.15,0.7,ADM_ref6_independent_matching,4,0,55,77,speed,55,42,41,41,41,,,
speed,77,41,41,42,42,False,True,7.721200000105455,rollback,2,2,0,stage2_independent_matching,4,0,55-77,2,head_to_head,speed,5,0.15,0.15,0.7,ADM_ref6_independent_matching,4,0,55,77,speed,77,42,42,41,41,,,
speed,55,41,42,42,42,False,True,7.742100000086793,rollback,2,1,1,stage2_independent_matching,4,0,55-77,2,head_to_head,speed,6,0.15,0.15,0.7,ADM_ref6_independent_matching,4,0,55,77,speed,55,42,42,41,42,,,
speed,77,41,41,42,43,False,True,7.608599999912258,rollback,2,3,0,stage2_independent_matching,4,0,55-77,2,head_to_head,speed,7,0.15,0.15,0.7,ADM_ref6_independent_matching,4,0,55,77,speed,77,42,43,41,41,,,
speed,55,41,41,42,41,False,True,7.76110000015251,rollback,2,0,1,stage2_independent_matching,4,0,55-77,2,head_to_head,speed,8,0.15,0.15,0.7,ADM_ref6_independent_matching,4,0,55,77,speed,55,42,41,41,41,,,
speed,77,41,41,42,43,False,True,7.714899999882618,rollback,2,3,0,stage2_independent_matching,4,0,55-77,2,head_to_head,speed,9,0.15,0.15,0.7,ADM_ref6_independent_matching,4,0,55,77,speed,77,42,43,41,41,,,
cruise_level,55,41,40,42,40,True,False,12.934299999869836,pairs_decreased,2,0,0,stage2_independent_matching,4,0,55-77,2,head_to_head,reroute,0,0.15,0.15,0.7,ADM_ref6_independent_matching,4,0,55,77,reroute,55,42,40,41,40,0.075,0.075,0.85
cruise_level,3,40,40,40,40,False,True,8.548300000256859,rollback,1,0,1,stage2_independent_matching,5,0,3-65,1,head_to_head,reroute,0,0.075,0.075,0.85,ADM_ref6_independent_matching,5,0,3,65,reroute,3,40,40,40,40,,,
cruise_level,3,40,39,40,39,True,False,7.711700000072597,pairs_decreased,1,0,0,stage2_independent_matching,5,0,3-65,1,head_to_head,reroute,1,0.075,0.075,0.85,ADM_ref6_independent_matching,5,0,3,65,reroute,3,40,39,40,39,0.0375,0.0375,0.925
delay,6,39,38,39,38,True,False,8.084800000233372,pairs_decreased,1,0,0,stage2_independent_matching,6,0,6-11,1,crossing,delay,0,0.5625,0.15,0.2875,ADM_ref6_independent_matching,6,0,6,11,delay,6,39,38,39,38,0.78125,0.075,0.14375
delay,8,38,38,38,38,False,True,7.895799999914743,rollback,1,1,0,stage2_independent_matching,7,0,8-37,1,crossing,delay,0,0.78125,0.075,0.14375,ADM_ref6_independent_matching,7,0,8,37,delay,8,38,38,38,38,,,
delay,37,38,38,38,38,False,True,8.11569999996209,rollback,1,1,0,stage2_independent_matching,7,0,8-37,1,crossing,delay,1,0.78125,0.075,0.14375,ADM_ref6_independent_matching,7,0,8,37,delay,37,38,38,38,38,,,
delay,8,38,37,38,37,True,False,7.934400000067399,pairs_decreased,1,0,0,stage2_independent_matching,7,0,8-37,1,crossing,delay,2,0.78125,0.075,0.14375,ADM_ref6_independent_matching,7,0,8,37,delay,8,38,37,38,37,0.890625,0.0375,0.071875
delay,9,37,38,37,38,False,True,7.562299999790412,rollback,1,1,1,stage2_independent_matching,8,0,9-12,1,crossing,delay,0,0.890625,0.0375,0.071875,ADM_ref6_independent_matching,8,0,9,12,delay,9,37,38,37,38,,,
delay,12,37,40,37,40,False,True,7.535799999914161,rollback,1,1,3,stage2_independent_matching,8,0,9-12,1,crossing,delay,1,0.890625,0.0375,0.071875,ADM_ref6_independent_matching,8,0,9,12,delay,12,37,40,37,40,,,
delay,9,37,37,37,37,False,True,7.401500000014494,rollback,1,0,1,stage2_independent_matching,8,0,9-12,1,crossing,delay,2,0.890625,0.0375,0.071875,ADM_ref6_independent_matching,8,0,9,12,delay,9,37,37,37,37,,,
delay,12,37,39,37,40,False,True,7.5046000001748325,rollback,1,0,3,stage2_independent_matching,8,0,9-12,1,crossing,delay,3,0.890625,0.0375,0.071875,ADM_ref6_independent_matching,8,0,9,12,delay,12,37,40,37,39,,,
delay,9,37,39,37,39,False,True,7.990000000063446,rollback,1,0,3,stage2_independent_matching,8,0,9-12,1,crossing,delay,4,0.890625,0.0375,0.071875,ADM_ref6_independent_matching,8,0,9,12,delay,9,37,39,37,39,,,
delay,12,37,39,37,40,False,True,7.607300000017858,rollback,1,0,3,stage2_independent_matching,8,0,9-12,1,crossing,delay,5,0.890625,0.0375,0.071875,ADM_ref6_independent_matching,8,0,9,12,delay,12,37,40,37,39,,,
delay,9,37,39,37,39,False,True,7.6020000001335575,rollback,1,0,3,stage2_independent_matching,8,0,9-12,1,crossing,delay,6,0.890625,0.0375,0.071875,ADM_ref6_independent_matching,8,0,9,12,delay,9,37,39,37,39,,,
delay,12,37,38,37,38,False,True,7.595300000048155,rollback,1,0,2,stage2_independent_matching,8,0,9-12,1,crossing,delay,7,0.890625,0.0375,0.071875,ADM_ref6_independent_matching,8,0,9,12,delay,12,37,38,37,38,,,
delay,9,37,37,37,37,False,True,7.504799999878742,rollback,1,0,1,stage2_independent_matching,8,0,9-12,1,crossing,delay,8,0.890625,0.0375,0.071875,ADM_ref6_independent_matching,8,0,9,12,delay,9,37,37,37,37,,,
delay,12,37,38,37,39,False,True,7.4982000001000415,rollback,1,0,2,stage2_independent_matching,8,0,9-12,1,crossing,delay,9,0.890625,0.0375,0.071875,ADM_ref6_independent_matching,8,0,9,12,delay,12,37,39,37,38,,,
delay,9,37,38,37,38,False,True,8.80490000008649,rollback,1,0,2,stage2_independent_matching,8,0,9-12,1,crossing,delay,10,0.890625,0.0375,0.071875,ADM_ref6_independent_matching,8,0,9,12,delay,9,37,38,37,38,,,
delay,12,37,38,37,39,False,True,23.20019999979195,rollback,1,0,2,stage2_independent_matching,8,0,9-12,1,crossing,delay,11,0.890625,0.0375,0.071875,ADM_ref6_independent_matching,8,0,9,12,delay,12,37,39,37,38,,,
delay,9,37,40,37,40,False,True,7.9014000002644025,rollback,1,0,4,stage2_independent_matching,8,0,9-12,1,crossing,delay,12,0.890625,0.0375,0.071875,ADM_ref6_independent_matching,8,0,9,12,delay,9,37,40,37,40,,,
delay,12,37,36,37,36,True,False,7.772700000259647,pairs_decreased,1,0,0,stage2_independent_matching,8,0,9-12,1,crossing,delay,13,0.890625,0.0375,0.071875,ADM_ref6_independent_matching,8,0,9,12,delay,12,37,36,37,36,0.9453125,0.01875,0.0359375
delay,13,36,37,36,37,False,True,7.523499999933847,rollback,1,1,1,stage2_independent_matching,9,0,13-45,1,cluster,delay,0,0.875,0.075,0.05,ADM_ref6_independent_matching,9,0,13,45,delay,13,36,37,36,37,,,
delay,45,36,35,36,35,True,False,7.4204000002282555,pairs_decreased,1,0,0,stage2_independent_matching,9,0,13-45,1,cluster,delay,1,0.875,0.075,0.05,ADM_ref6_independent_matching,9,0,13,45,delay,45,36,35,36,35,0.9375,0.0375,0.025
delay,13,35,37,35,37,False,True,7.621599999765749,rollback,1,1,2,stage2_independent_matching,10,0,13-59,1,crossing,delay,0,0.9453125,0.01875,0.0359375,ADM_ref6_independent_matching,10,0,13,59,delay,13,35,37,35,37,,,
delay,59,35,36,35,36,False,True,7.412099999783095,rollback,1,0,2,stage2_independent_matching,10,0,13-59,1,crossing,delay,1,0.9453125,0.01875,0.0359375,ADM_ref6_independent_matching,10,0,13,59,delay,59,35,36,35,36,,,
delay,13,35,38,35,38,False,True,8.085899999969115,rollback,1,1,3,stage2_independent_matching,10,0,13-59,1,crossing,delay,2,0.9453125,0.01875,0.0359375,ADM_ref6_independent_matching,10,0,13,59,delay,13,35,38,35,38,,,
delay,59,35,37,35,37,False,True,7.592399999793997,rollback,1,0,3,stage2_independent_matching,10,0,13-59,1,crossing,delay,3,0.9453125,0.01875,0.0359375,ADM_ref6_independent_matching,10,0,13,59,delay,59,35,37,35,37,,,
delay,13,35,38,35,38,False,True,7.598599999710132,rollback,1,1,3,stage2_independent_matching,10,0,13-59,1,crossing,delay,4,0.9453125,0.01875,0.0359375,ADM_ref6_independent_matching,10,0,13,59,delay,13,35,38,35,38,,,
delay,59,35,36,35,36,False,True,7.466699999895354,rollback,1,0,3,stage2_independent_matching,10,0,13-59,1,crossing,delay,5,0.9453125,0.01875,0.0359375,ADM_ref6_independent_matching,10,0,13,59,delay,59,35,36,35,36,,,
delay,13,35,37,35,38,False,True,7.749299999886716,rollback,1,0,3,stage2_independent_matching,10,0,13-59,1,crossing,delay,6,0.9453125,0.01875,0.0359375,ADM_ref6_independent_matching,10,0,13,59,delay,13,35,38,35,37,,,
delay,59,35,34,35,34,True,False,7.486900000003516,pairs_decreased,1,0,1,stage2_independent_matching,10,0,13-59,1,crossing,delay,7,0.9453125,0.01875,0.0359375,ADM_ref6_independent_matching,10,0,13,59,delay,59,35,34,35,34,0.97265625,0.009375,0.01796875
delay,14,34,35,34,35,False,True,7.876699999997072,rollback,1,1,1,stage2_independent_matching,11,0,14-40,1,cluster,delay,0,0.9375,0.0375,0.025,ADM_ref6_independent_matching,11,0,14,40,delay,14,34,35,34,35,,,
delay,40,34,33,34,33,True,False,7.532999999966705,pairs_decreased,1,0,0,stage2_independent_matching,11,0,14-40,1,cluster,delay,1,0.9375,0.0375,0.025,ADM_ref6_independent_matching,11,0,14,40,delay,40,34,33,34,33,0.96875,0.01875,0.0125
delay,14,33,35,33,35,False,True,7.990199999767356,rollback,1,1,2,stage2_independent_matching,12,0,14-93,1,crossing,delay,0,0.97265625,0.009375,0.01796875,ADM_ref6_independent_matching,12,0,14,93,delay,14,33,35,33,35,,,
delay,93,33,33,33,33,False,True,7.432999999764434,rollback,1,0,1,stage2_independent_matching,12,0,14-93,1,crossing,delay,1,0.97265625,0.009375,0.01796875,ADM_ref6_independent_matching,12,0,14,93,delay,93,33,33,33,33,,,
delay,14,33,35,33,35,False,True,8.402699999805918,rollback,1,1,2,stage2_independent_matching,12,0,14-93,1,crossing,delay,2,0.97265625,0.009375,0.01796875,ADM_ref6_independent_matching,12,0,14,93,delay,14,33,35,33,35,,,
delay,14,33,35,33,35,False,True,9.75700000026336,rollback,1,1,2,stage2_independent_matching,12,0,14-93,1,crossing,delay,3,0.97265625,0.009375,0.01796875,ADM_ref6_independent_matching,12,0,14,93,delay,14,33,35,33,35,,,
