action_type,plan_id,old_pairs,new_pairs,old_points,new_points,accepted,rollback,runtime_ms,reason,old_target_points,new_target_points,new_pairs_created_by_action,stage,iter,segment_idx,pair,segment_points,conflict_class,matched_strategy,candidate_rank,prob_delay,prob_speed,prob_reroute,source,prob_delay_after,prob_speed_after,prob_reroute_after,round,unit_id,plan_a,plan_b,strategy,actor_flight,old_global_points,new_global_points,old_global_pairs,new_global_pairs
speed,59,47,46,54,50,True,False,8.056199999828095,local_pair_points_decreased,4,0,2,stage2_independent_matching,0,0,2-59,4,cluster,speed,0,0.5,0.3,0.2,ADM_ref6_independent_matching,0.25,0.65,0.1,0,0,2,59,speed,59,54,50,47,46
cruise_level,27,46,46,50,55,False,True,8.01129999990735,local_pair_not_improved,2,7,0,stage2_independent_matching,1,0,27-54,2,crossing,reroute,0,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,1,0,27,54,reroute,27,50,55,46,46
cruise_level,27,46,46,50,49,True,False,7.485499999802414,local_pair_points_decreased,2,1,0,stage2_independent_matching,1,0,27-54,2,crossing,reroute,1,0.25,0.6,0.15,ADM_ref6_independent_matching,0.125,0.3,0.575,1,0,27,54,reroute,27,50,49,46,46
speed,37,46,45,49,47,True,False,7.653099999970436,local_pair_points_decreased,2,0,1,stage2_independent_matching,2,0,37-76,2,crossing,speed,0,0.125,0.3,0.575,ADM_ref6_independent_matching,0.0625,0.65,0.2875,2,0,37,76,speed,37,49,47,46,45
speed,78,45,44,47,45,True,False,9.271200000057433,local_pair_points_decreased,2,0,0,stage2_independent_matching,3,0,42-78,2,cluster,speed,0,0.25,0.65,0.1,ADM_ref6_independent_matching,0.125,0.825,0.05,3,0,42,78,speed,78,47,45,45,44
cruise_level,55,44,43,45,43,True,False,19.96770000005199,local_pair_points_decreased,2,0,0,stage2_independent_matching,4,0,55-77,2,head_to_head,reroute,0,0.15,0.15,0.7,ADM_ref6_independent_matching,0.075,0.075,0.85,4,0,55,77,reroute,55,45,43,44,43
cruise_level,3,43,43,43,43,True,False,8.396000000175263,local_pair_points_decreased,1,0,1,stage2_independent_matching,5,0,3-65,1,head_to_head,reroute,0,0.075,0.075,0.85,ADM_ref6_independent_matching,0.0375,0.0375,0.925,5,0,3,65,reroute,3,43,43,43,43
cruise_level,3,43,42,43,42,True,False,7.61289999991277,local_pair_points_decreased,1,0,0,stage2_independent_matching,6,0,3-79,1,crossing,reroute,0,0.0625,0.65,0.2875,ADM_ref6_independent_matching,0.03125,0.325,0.64375,6,0,3,79,reroute,3,43,42,43,42
speed,6,42,41,42,41,True,False,8.277500000076543,local_pair_points_decreased,1,0,0,stage2_independent_matching,7,0,6-11,1,crossing,speed,0,0.03125,0.325,0.64375,ADM_ref6_independent_matching,0.015625,0.6625,0.321875,7,0,6,11,speed,6,42,41,42,41
cruise_level,6,41,40,41,40,True,False,8.012499999949796,local_pair_points_decreased,1,0,0,stage2_independent_matching,8,0,6-72,1,head_to_head,reroute,0,0.0375,0.0375,0.925,ADM_ref6_independent_matching,0.01875,0.01875,0.9625,8,0,6,72,reroute,6,41,40,41,40
speed,8,40,40,40,40,False,True,8.034200000111014,local_pair_not_improved,1,1,0,stage2_independent_matching,9,0,8-37,1,crossing,speed,0,0.015625,0.6625,0.321875,ADM_ref6_independent_matching,,,,9,0,8,37,speed,8,40,40,40,40
speed,8,40,40,40,40,False,True,8.42160000001968,local_pair_not_improved,1,1,0,stage2_independent_matching,9,0,8-37,1,crossing,speed,1,0.015625,0.6625,0.321875,ADM_ref6_independent_matching,,,,9,0,8,37,speed,8,40,40,40,40
speed,8,40,40,40,40,False,True,7.823799999641778,local_pair_not_improved,1,1,0,stage2_independent_matching,9,0,8-37,1,crossing,speed,2,0.015625,0.6625,0.321875,ADM_ref6_independent_matching,,,,9,0,8,37,speed,8,40,40,40,40
speed,37,40,41,40,42,True,False,8.121999999730178,local_pair_points_decreased,1,0,2,stage2_independent_matching,9,0,8-37,1,crossing,speed,3,0.015625,0.6625,0.321875,ADM_ref6_independent_matching,0.0078125,0.83125,0.1609375,9,0,8,37,speed,37,40,42,40,41
speed,37,41,40,42,40,True,False,7.778700000017125,local_pair_points_decreased,2,0,1,stage2_independent_matching,10,0,37-76,2,crossing,speed,0,0.0078125,0.83125,0.1609375,ADM_ref6_independent_matching,0.00390625,0.915625,0.08046875,10,0,37,76,speed,37,42,40,41,40
speed,8,40,40,40,40,False,True,8.077699999830656,local_pair_not_improved,1,1,0,stage2_independent_matching,11,0,8-37,1,crossing,speed,0,0.00390625,0.915625,0.08046875,ADM_ref6_independent_matching,,,,11,0,8,37,speed,8,40,40,40,40
speed,8,40,40,40,40,False,True,9.756599999946047,local_pair_not_improved,1,1,0,stage2_independent_matching,11,0,8-37,1,crossing,speed,1,0.00390625,0.915625,0.08046875,ADM_ref6_independent_matching,,,,11,0,8,37,speed,8,40,40,40,40
speed,8,40,40,40,40,False,True,20.413799999914772,local_pair_not_improved,1,1,0,stage2_independent_matching,11,0,8-37,1,crossing,speed,2,0.00390625,0.915625,0.08046875,ADM_ref6_independent_matching,,,,11,0,8,37,speed,8,40,40,40,40
speed,37,40,41,40,41,False,True,7.967900000039663,local_pair_not_improved,1,1,1,stage2_independent_matching,11,0,8-37,1,crossing,speed,3,0.00390625,0.915625,0.08046875,ADM_ref6_independent_matching,,,,11,0,8,37,speed,37,40,41,40,41
speed,37,40,40,40,40,False,True,7.869900000059715,local_pair_not_improved,1,1,0,stage2_independent_matching,11,0,8-37,1,crossing,speed,4,0.00390625,0.915625,0.08046875,ADM_ref6_independent_matching,,,,11,0,8,37,speed,37,40,40,40,40
speed,8,40,40,40,40,False,True,7.704199999807315,local_pair_not_improved,1,1,0,stage2_independent_matching,11,0,8-37,1,crossing,speed,5,0.00390625,0.915625,0.08046875,ADM_ref6_independent_matching,,,,11,0,8,37,speed,8,40,40,40,40
speed,8,40,40,40,40,False,True,7.739499999843247,local_pair_not_improved,1,1,0,stage2_independent_matching,11,0,8-37,1,crossing,speed,6,0.00390625,0.915625,0.08046875,ADM_ref6_independent_matching,,,,11,0,8,37,speed,8,40,40,40,40
speed,37,40,39,40,39,False,True,7.838699999865639,local_pair_not_improved,1,1,0,stage2_independent_matching,11,0,8-37,1,crossing,speed,7,0.00390625,0.915625,0.08046875,ADM_ref6_independent_matching,,,,11,0,8,37,speed,37,40,39,40,39
speed,37,40,40,40,40,False,True,7.88749999992433,local_pair_not_improved,1,1,0,stage2_independent_matching,11,0,8-37,1,crossing,speed,8,0.00390625,0.915625,0.08046875,ADM_ref6_independent_matching,,,,11,0,8,37,speed,37,40,40,40,40
speed,37,40,40,40,40,False,True,8.26809999989564,local_pair_not_improved,1,1,0,stage2_independent_matching,11,0,8-37,1,crossing,speed,9,0.00390625,0.915625,0.08046875,ADM_ref6_independent_matching,,,,11,0,8,37,speed,37,40,40,40,40
cruise_level,8,40,39,40,39,True,False,8.09079999999085,local_pair_points_decreased,1,0,0,stage2_independent_matching,11,0,8-37,1,crossing,reroute,0,0.00390625,0.915625,0.08046875,ADM_ref6_independent_matching,0.001953125,0.4578125,0.540234375,11,0,8,37,reroute,8,40,39,40,39
cruise_level,9,39,38,39,38,True,False,7.967799999732961,local_pair_points_decreased,1,0,0,stage2_independent_matching,12,0,9-12,1,crossing,reroute,0,0.001953125,0.4578125,0.540234375,ADM_ref6_independent_matching,0.0009765625,0.22890625,0.7701171875,12,0,9,12,reroute,9,39,38,39,38
cruise_level,13,38,39,38,39,False,True,8.192400000098132,local_pair_not_improved,1,1,1,stage2_independent_matching,13,0,13-45,1,crossing,reroute,0,0.0009765625,0.22890625,0.7701171875,ADM_ref6_independent_matching,,,,13,0,13,45,reroute,13,38,39,38,39
cruise_level,13,38,37,38,37,True,False,7.826000000022759,local_pair_points_decreased,1,0,0,stage2_independent_matching,13,0,13-45,1,crossing,reroute,1,0.0009765625,0.22890625,0.7701171875,ADM_ref6_independent_matching,0.00048828125,0.114453125,0.88505859375,13,0,13,45,reroute,13,38,37,38,37
speed,40,37,37,37,37,True,False,24.485200000071927,local_pair_points_decreased,1,0,2,stage2_independent_matching,14,0,14-40,1,cluster,speed,0,0.125,0.825,0.05,ADM_ref6_independent_matching,0.0625,0.9125,0.025,14,0,14,40,speed,40,37,37,37,37
cruise_level,14,37,35,37,35,True,False,7.8235000000859145,local_pair_points_decreased,1,0,0,stage2_independent_matching,15,0,14-59,1,crossing,reroute,0,0.00048828125,0.114453125,0.88505859375,ADM_ref6_independent_matching,0.000244140625,0.0572265625,0.942529296875,15,0,14,59,reroute,14,37,35,37,35
speed,67,35,33,35,33,True,False,7.783500000186905,local_pair_points_decreased,1,0,0,stage2_independent_matching,16,0,15-67,1,crossing,speed,0,0.000244140625,0.0572265625,0.942529296875,ADM_ref6_independent_matching,0.0001220703125,0.52861328125,0.4712646484375,16,0,15,67,speed,67,35,33,35,33
cruise_level,15,33,33,33,33,True,False,8.345700000063516,local_pair_points_decreased,1,0,1,stage2_independent_matching,17,0,15-95,1,crossing,reroute,0,0.0001220703125,0.52861328125,0.4712646484375,ADM_ref6_independent_matching,6.103515625e-05,0.264306640625,0.73563232421875,17,0,15,95,reroute,15,33,33,33,33
speed,75,33,31,33,31,True,False,8.062700000209588,local_pair_points_decreased,1,0,0,stage2_independent_matching,18,0,15-75,1,crossing,speed,0,6.103515625e-05,0.264306640625,0.73563232421875,ADM_ref6_independent_matching,3.0517578125e-05,0.6321533203125,0.367816162109375,18,0,15,75,speed,75,33,31,33,31
cruise_level,16,31,30,31,30,True,False,7.857800000238058,local_pair_points_decreased,1,0,0,stage2_independent_matching,19,0,16-37,1,head_to_head,reroute,0,0.01875,0.01875,0.9625,ADM_ref6_independent_matching,0.009375,0.009375,0.98125,19,0,16,37,reroute,16,31,30,31,30
speed,71,30,30,30,30,True,False,7.947499999772845,local_pair_points_decreased,1,0,1,stage2_independent_matching,20,0,19-71,1,crossing,speed,0,3.0517578125e-05,0.6321533203125,0.367816162109375,ADM_ref6_independent_matching,1.52587890625e-05,0.81607666015625,0.1839080810546875,20,0,19,71,speed,71,30,30,30,30
speed,32,30,28,30,28,True,False,7.723499999883643,local_pair_points_decreased,1,0,0,stage2_independent_matching,21,0,22-32,1,crossing,speed,0,1.52587890625e-05,0.81607666015625,0.1839080810546875,ADM_ref6_independent_matching,7.62939453125e-06,0.908038330078125,0.09195404052734375,21,0,22,32,speed,32,30,28,30,28
speed,84,28,27,28,27,True,False,7.824199999959092,local_pair_points_decreased,1,0,0,stage2_independent_matching,22,0,22-84,1,crossing,speed,0,7.62939453125e-06,0.908038330078125,0.09195404052734375,ADM_ref6_independent_matching,3.814697265625e-06,0.9540191650390625,0.045977020263671876,22,0,22,84,speed,84,28,27,28,27
cruise_level,23,27,26,27,26,True,False,7.598099999995611,local_pair_points_decreased,1,0,0,stage2_independent_matching,23,0,23-35,1,head_to_head,reroute,0,0.009375,0.009375,0.98125,ADM_ref6_independent_matching,0.0046875,0.0046875,0.990625,23,0,23,35,reroute,23,27,26,27,26
