action_type,plan_id,old_pairs,new_pairs,old_points,new_points,accepted,rollback,runtime_ms,reason,old_target_points,new_target_points,new_pairs_created_by_action,stage,iter,segment_idx,pair,segment_points,conflict_class,matched_strategy,candidate_rank,prob_delay,prob_speed,prob_reroute,source,round,unit_id,plan_a,plan_b,strategy,actor_flight,old_global_points,new_global_points,old_global_pairs,new_global_pairs,prob_delay_after,prob_speed_after,prob_reroute_after
delay,2,47,47,54,72,False,True,8.405300000049465,local_pair_not_improved,4.0,22.0,0.0,stage2_independent_matching,0,0,2-59,4,cluster,delay,0,0.5,0.3,0.2,ADM_ref6_independent_matching,0,0,2,59,delay,2,54,72,47,47,,,
delay,2,47,47,54,72,False,True,7.766499999888765,local_pair_not_improved,4.0,22.0,0.0,stage2_independent_matching,0,0,2-59,4,cluster,delay,1,0.5,0.3,0.2,ADM_ref6_independent_matching,0,0,2,59,delay,2,54,72,47,47,,,
delay,2,47,48,54,59,False,True,7.799599999998463,local_pair_not_improved,4.0,8.0,1.0,stage2_independent_matching,0,0,2-59,4,cluster,delay,2,0.5,0.3,0.2,ADM_ref6_independent_matching,0,0,2,59,delay,2,54,59,47,48,,,
delay,2,47,47,54,72,False,True,7.422499999847787,local_pair_not_improved,4.0,22.0,0.0,stage2_independent_matching,0,0,2-59,4,cluster,delay,3,0.5,0.3,0.2,ADM_ref6_independent_matching,0,0,2,59,delay,2,54,72,47,47,,,
delay,2,47,47,54,72,False,True,7.39030000022467,local_pair_not_improved,4.0,22.0,0.0,stage2_independent_matching,0,0,2-59,4,cluster,delay,4,0.5,0.3,0.2,ADM_ref6_independent_matching,0,0,2,59,delay,2,54,72,47,47,,,
delay,59,47,47,54,51,True,False,8.196199999929377,local_pair_points_decreased,4.0,0.0,3.0,stage2_independent_matching,0,0,2-59,4,cluster,delay,5,0.5,0.3,0.2,ADM_ref6_independent_matching,0,0,2,59,delay,59,54,51,47,47,0.75,0.15,0.1
delay,27,47,46,51,49,True,False,7.939399999941088,local_pair_points_decreased,2.0,0.0,1.0,stage2_independent_matching,1,0,27-54,2,crossing,delay,0,0.25,0.6,0.15,ADM_ref6_independent_matching,1,0,27,54,delay,27,51,49,47,46,0.625,0.3,0.075
speed,37,46,45,49,47,True,False,7.718299999851297,local_pair_points_decreased,2.0,0.0,1.0,stage2_independent_matching,2,0,37-76,2,crossing,speed,0,0.625,0.3,0.075,ADM_ref6_independent_matching,2,0,37,76,speed,37,49,47,46,45,0.3125,0.65,0.0375
delay,42,45,45,47,47,False,True,7.568800000171905,local_pair_not_improved,2.0,2.0,0.0,stage2_independent_matching,3,0,42-78,2,cluster,delay,0,0.75,0.15,0.1,ADM_ref6_independent_matching,3,0,42,78,delay,42,47,47,45,45,,,
delay,42,45,45,47,47,False,True,9.15420000001177,local_pair_not_improved,2.0,2.0,0.0,stage2_independent_matching,3,0,42-78,2,cluster,delay,1,0.75,0.15,0.1,ADM_ref6_independent_matching,3,0,42,78,delay,42,47,47,45,45,,,
delay,42,45,44,47,45,True,False,20.868000000064058,local_pair_points_decreased,2.0,0.0,0.0,stage2_independent_matching,3,0,42-78,2,cluster,delay,2,0.75,0.15,0.1,ADM_ref6_independent_matching,3,0,42,78,delay,42,47,45,45,44,0.875,0.075,0.05
cruise_level,55,44,43,45,43,True,False,7.752900000014051,local_pair_points_decreased,2.0,0.0,0.0,stage2_independent_matching,4,0,55-77,2,head_to_head,reroute,0,0.15,0.15,0.7,ADM_ref6_independent_matching,4,0,55,77,reroute,55,45,43,44,43,0.075,0.075,0.85
cruise_level,3,43,43,43,43,True,False,7.7974999999241845,local_pair_points_decreased,1.0,0.0,1.0,stage2_independent_matching,5,0,3-65,1,head_to_head,reroute,0,0.075,0.075,0.85,ADM_ref6_independent_matching,5,0,3,65,reroute,3,43,43,43,43,0.0375,0.0375,0.925
speed,3,43,42,43,42,True,False,7.935299999644485,local_pair_points_decreased,1.0,0.0,0.0,stage2_independent_matching,6,0,3-79,1,crossing,speed,0,0.3125,0.65,0.0375,ADM_ref6_independent_matching,6,0,3,79,speed,3,43,42,43,42,0.15625,0.825,0.01875
delay,6,42,42,42,42,False,True,7.395599999654223,local_pair_not_improved,1.0,1.0,0.0,stage2_independent_matching,7,0,6-11,1,crossing,delay,0,0.15625,0.825,0.01875,ADM_ref6_independent_matching,7,0,6,11,delay,6,42,42,42,42,,,
delay,11,42,44,42,44,False,True,7.642699999905744,local_pair_not_improved,1.0,1.0,2.0,stage2_independent_matching,7,0,6-11,1,crossing,delay,1,0.15625,0.825,0.01875,ADM_ref6_independent_matching,7,0,6,11,delay,11,42,44,42,44,,,
delay,6,42,43,42,43,True,False,7.434000000102969,local_pair_points_decreased,1.0,0.0,2.0,stage2_independent_matching,7,0,6-11,1,crossing,delay,2,0.15625,0.825,0.01875,ADM_ref6_independent_matching,7,0,6,11,delay,6,42,43,42,43,0.578125,0.4125,0.009375
cruise_level,6,43,41,43,41,True,False,8.188499999960186,local_pair_points_decreased,1.0,0.0,0.0,stage2_independent_matching,8,0,6-38,1,head_to_head,reroute,0,0.0375,0.0375,0.925,ADM_ref6_independent_matching,8,0,6,38,reroute,6,43,41,43,41,0.01875,0.01875,0.9625
speed,8,41,41,41,41,False,True,8.831200000258832,local_pair_not_improved,1.0,1.0,0.0,stage2_independent_matching,9,0,8-37,1,crossing,speed,0,0.578125,0.4125,0.009375,ADM_ref6_independent_matching,9,0,8,37,speed,8,41,41,41,41,,,
speed,8,41,41,41,41,False,True,7.750599999781116,local_pair_not_improved,1.0,1.0,0.0,stage2_independent_matching,9,0,8-37,1,crossing,speed,1,0.578125,0.4125,0.009375,ADM_ref6_independent_matching,9,0,8,37,speed,8,41,41,41,41,,,
speed,8,41,41,41,41,False,True,7.7028999999129155,local_pair_not_improved,1.0,1.0,0.0,stage2_independent_matching,9,0,8-37,1,crossing,speed,2,0.578125,0.4125,0.009375,ADM_ref6_independent_matching,9,0,8,37,speed,8,41,41,41,41,,,
speed,37,41,42,41,43,True,False,7.71500000018932,local_pair_points_decreased,1.0,0.0,2.0,stage2_independent_matching,9,0,8-37,1,crossing,speed,3,0.578125,0.4125,0.009375,ADM_ref6_independent_matching,9,0,8,37,speed,37,41,43,41,42,0.2890625,0.70625,0.0046875
speed,37,42,41,43,41,True,False,7.744300000013027,local_pair_points_decreased,2.0,0.0,1.0,stage2_independent_matching,10,0,37-76,2,crossing,speed,0,0.2890625,0.70625,0.0046875,ADM_ref6_independent_matching,10,0,37,76,speed,37,43,41,42,41,0.14453125,0.853125,0.00234375
speed,8,41,41,41,41,False,True,7.7691999999842665,local_pair_not_improved,1.0,1.0,0.0,stage2_independent_matching,11,0,8-37,1,crossing,speed,0,0.14453125,0.853125,0.00234375,ADM_ref6_independent_matching,11,0,8,37,speed,8,41,41,41,41,,,
speed,8,41,41,41,41,False,True,7.70669999974416,local_pair_not_improved,1.0,1.0,0.0,stage2_independent_matching,11,0,8-37,1,crossing,speed,1,0.14453125,0.853125,0.00234375,ADM_ref6_independent_matching,11,0,8,37,speed,8,41,41,41,41,,,
speed,8,41,41,41,41,False,True,7.976800000051298,local_pair_not_improved,1.0,1.0,0.0,stage2_independent_matching,11,0,8-37,1,crossing,speed,2,0.14453125,0.853125,0.00234375,ADM_ref6_independent_matching,11,0,8,37,speed,8,41,41,41,41,,,
speed,37,41,42,41,42,False,True,9.296700000049896,local_pair_not_improved,1.0,1.0,1.0,stage2_independent_matching,11,0,8-37,1,crossing,speed,3,0.14453125,0.853125,0.00234375,ADM_ref6_independent_matching,11,0,8,37,speed,37,41,42,41,42,,,
speed,37,41,41,41,41,False,True,23.54460000015024,local_pair_not_improved,1.0,1.0,0.0,stage2_independent_matching,11,0,8-37,1,crossing,speed,4,0.14453125,0.853125,0.00234375,ADM_ref6_independent_matching,11,0,8,37,speed,37,41,41,41,41,,,
speed,8,41,41,41,41,False,True,8.154599999670609,local_pair_not_improved,1.0,1.0,0.0,stage2_independent_matching,11,0,8-37,1,crossing,speed,5,0.14453125,0.853125,0.00234375,ADM_ref6_independent_matching,11,0,8,37,speed,8,41,41,41,41,,,
speed,8,41,41,41,41,False,True,7.940699999835488,local_pair_not_improved,1.0,1.0,0.0,stage2_independent_matching,11,0,8-37,1,crossing,speed,6,0.14453125,0.853125,0.00234375,ADM_ref6_independent_matching,11,0,8,37,speed,8,41,41,41,41,,,
speed,37,41,41,41,42,False,True,7.715300000199932,local_pair_not_improved,1.0,1.0,1.0,stage2_independent_matching,11,0,8-37,1,crossing,speed,7,0.14453125,0.853125,0.00234375,ADM_ref6_independent_matching,11,0,8,37,speed,37,41,42,41,41,,,
speed,37,41,41,41,41,False,True,8.4578999999394,local_pair_not_improved,1.0,1.0,0.0,stage2_independent_matching,11,0,8-37,1,crossing,speed,8,0.14453125,0.853125,0.00234375,ADM_ref6_independent_matching,11,0,8,37,speed,37,41,41,41,41,,,
speed,37,41,41,41,41,False,True,7.853300000078889,local_pair_not_improved,1.0,1.0,0.0,stage2_independent_matching,11,0,8-37,1,crossing,speed,9,0.14453125,0.853125,0.00234375,ADM_ref6_independent_matching,11,0,8,37,speed,37,41,41,41,41,,,
delay,8,41,40,41,40,True,False,7.924800000182586,local_pair_points_decreased,1.0,0.0,0.0,stage2_independent_matching,11,0,8-37,1,crossing,delay,0,0.14453125,0.853125,0.00234375,ADM_ref6_independent_matching,11,0,8,37,delay,8,41,40,41,40,0.572265625,0.4265625,0.001171875
delay,9,40,40,40,40,True,False,7.7237000000422995,local_pair_points_decreased,1.0,0.0,1.0,stage2_independent_matching,12,0,9-12,1,crossing,delay,0,0.572265625,0.4265625,0.001171875,ADM_ref6_independent_matching,12,0,9,12,delay,9,40,40,40,40,0.7861328125,0.21328125,0.0005859375
delay,9,40,40,40,40,False,True,7.562499999949068,local_pair_not_improved,1.0,1.0,0.0,stage2_independent_matching,13,0,9-65,1,crossing,delay,0,0.7861328125,0.21328125,0.0005859375,ADM_ref6_independent_matching,13,0,9,65,delay,9,40,40,40,40,,,
delay,9,40,42,40,42,False,True,7.7858999998170475,local_pair_not_improved,1.0,1.0,2.0,stage2_independent_matching,13,0,9-65,1,crossing,delay,1,0.7861328125,0.21328125,0.0005859375,ADM_ref6_independent_matching,13,0,9,65,delay,9,40,42,40,42,,,
delay,9,40,39,40,39,True,False,7.959399999890593,local_pair_points_decreased,1.0,0.0,0.0,stage2_independent_matching,13,0,9-65,1,crossing,delay,2,0.7861328125,0.21328125,0.0005859375,ADM_ref6_independent_matching,13,0,9,65,delay,9,40,39,40,39,0.89306640625,0.106640625,0.00029296875
delay,13,39,39,39,39,False,True,7.545800000116287,local_pair_not_improved,1.0,1.0,0.0,stage2_independent_matching,14,0,13-45,1,crossing,delay,0,0.89306640625,0.106640625,0.00029296875,ADM_ref6_independent_matching,14,0,13,45,delay,13,39,39,39,39,,,
delay,13,39,41,39,41,False,True,7.371000000148342,local_pair_not_improved,1.0,1.0,2.0,stage2_independent_matching,14,0,13-45,1,crossing,delay,1,0.89306640625,0.106640625,0.00029296875,ADM_ref6_independent_matching,14,0,13,45,delay,13,39,41,39,41,,,
delay,13,39,39,39,39,True,False,7.379000000128144,local_pair_points_decreased,1.0,0.0,1.0,stage2_independent_matching,14,0,13-45,1,crossing,delay,2,0.89306640625,0.106640625,0.00029296875,ADM_ref6_independent_matching,14,0,13,45,delay,13,39,39,39,39,0.946533203125,0.0533203125,0.000146484375
delay,59,39,37,39,37,False,True,7.811699999820121,local_pair_not_improved,1.0,1.0,0.0,stage2_independent_matching,15,0,13-59,1,crossing,delay,0,0.946533203125,0.0533203125,0.000146484375,ADM_ref6_independent_matching,15,0,13,59,delay,59,39,37,39,37,,,
delay,13,39,38,39,38,True,False,7.7159999996183615,local_pair_points_decreased,1.0,0.0,0.0,stage2_independent_matching,15,0,13-59,1,crossing,delay,1,0.946533203125,0.0533203125,0.000146484375,ADM_ref6_independent_matching,15,0,13,59,delay,13,39,38,39,38,0.9732666015625,0.02666015625,7.32421875e-05
delay,14,38,38,38,38,False,True,7.348999999976513,local_pair_not_improved,1.0,1.0,0.0,stage2_independent_matching,16,0,14-40,1,cluster,delay,0,0.875,0.075,0.05,ADM_ref6_independent_matching,16,0,14,40,delay,14,38,38,38,38,,,
delay,14,38,36,38,36,True,False,7.487200000014127,local_pair_points_decreased,1.0,0.0,0.0,stage2_independent_matching,16,0,14-40,1,cluster,delay,1,0.875,0.075,0.05,ADM_ref6_independent_matching,16,0,14,40,delay,14,38,36,38,36,0.9375,0.0375,0.025
delay,93,36,36,36,36,False,True,9.35360000039509,local_pair_not_improved,1.0,1.0,0.0,stage2_independent_matching,17,0,14-93,1,crossing,delay,0,0.9732666015625,0.02666015625,7.32421875e-05,ADM_ref6_independent_matching,17,0,14,93,delay,93,36,36,36,36,,,
delay,93,36,36,36,36,False,True,20.21229999991192,local_pair_not_improved,1.0,1.0,0.0,stage2_independent_matching,17,0,14-93,1,crossing,delay,1,0.9732666015625,0.02666015625,7.32421875e-05,ADM_ref6_independent_matching,17,0,14,93,delay,93,36,36,36,36,,,
speed,14,36,35,36,35,True,False,7.79610000017783,local_pair_points_decreased,1.0,0.0,0.0,stage2_independent_matching,17,0,14-93,1,crossing,speed,0,0.9732666015625,0.02666015625,7.32421875e-05,ADM_ref6_independent_matching,17,0,14,93,speed,14,36,35,36,35,0.48663330078125,0.513330078125,3.662109375e-05
delay,15,35,35,35,35,False,True,7.779699999900913,local_pair_not_improved,1.0,1.0,0.0,stage2_independent_matching,18,0,15-67,1,crossing,delay,0,0.48663330078125,0.513330078125,3.662109375e-05,ADM_ref6_independent_matching,18,0,15,67,delay,15,35,35,35,35,,,
delay,15,35,34,35,34,False,True,8.26180000012755,local_pair_not_improved,1.0,1.0,0.0,stage2_independent_matching,18,0,15-67,1,crossing,delay,1,0.48663330078125,0.513330078125,3.662109375e-05,ADM_ref6_independent_matching,18,0,15,67,delay,15,35,34,35,34,,,
delay,15,35,39,35,40,True,False,8.21780000023864,local_pair_points_decreased,1.0,0.0,6.0,stage2_independent_matching,18,0,15-67,1,crossing,delay,2,0.48663330078125,0.513330078125,3.662109375e-05,ADM_ref6_independent_matching,18,0,15,67,delay,15,35,40,35,39,0.743316650390625,0.2566650390625,1.8310546875e-05
cruise_level,15,39,35,40,35,True,False,8.538800000224,local_pair_points_decreased,2.0,0.0,2.0,stage2_independent_matching,19,0,15-98,2,head_to_head,reroute,0,0.01875,0.01875,0.9625,ADM_ref6_independent_matching,19,0,15,98,reroute,15,40,35,39,35,0.009375,0.009375,0.98125
