run_id,traffic_seed,plan_a,plan_b,conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,1,51,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,1,81,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,4,59,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,4,96,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,4,97,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,5,50,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,6,8,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,6,37,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,6,38,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,6,41,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,6,81,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,8,9,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,8,22,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,8,44,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,8,59,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,8,60,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,8,86,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,9,54,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,10,71,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,12,52,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,12,61,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,13,40,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,14,50,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,15,53,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,18,74,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,20,31,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,21,62,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,21,80,15
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,22,56,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,22,76,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,23,29,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,24,84,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,24,93,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,28,81,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,29,64,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,32,56,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,35,47,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,36,60,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,37,53,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,37,85,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,38,53,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,38,66,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,39,62,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,40,69,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,40,98,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,41,77,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,41,81,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,42,69,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,42,75,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,43,66,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,44,64,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,46,58,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,48,50,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,48,67,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,48,94,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,49,78,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,52,61,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,52,94,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,54,71,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,57,79,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,59,60,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,59,97,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,61,87,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,63,82,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,73,74,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,76,81,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,77,81,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,79,98,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,87,90,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,87,92,1
