run_id,plan_a,plan_b,conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,1,51,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,1,81,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,4,59,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,4,96,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,4,97,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,5,50,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,6,8,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,6,37,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,6,38,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,6,41,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,6,81,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,8,9,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,8,22,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,8,44,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,8,59,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,8,60,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,8,86,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,9,54,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,10,71,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,12,52,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,12,61,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,13,40,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,14,50,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,15,53,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,18,74,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,20,31,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,21,62,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,21,80,15
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,22,56,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,22,76,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,23,29,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,24,84,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,24,93,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,28,81,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,29,64,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,32,56,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,35,47,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,36,60,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,37,53,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,37,85,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,38,53,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,38,66,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,39,62,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,40,69,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,40,98,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,41,77,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,41,81,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,69,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,75,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,43,66,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,44,64,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,46,58,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,48,50,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,48,67,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,48,94,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,49,78,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,52,61,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,52,94,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,54,71,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,57,79,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,59,60,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,59,97,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,61,87,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,63,82,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,73,74,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,76,81,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,77,81,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,79,98,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,87,90,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,87,92,1
