flight_id,degree,collective_influence,conflict_point_involvement,is_ci_top10
0,1,0.0,30,False
1,4,63.0,18,True
2,0,0.0,0,False
3,0,0.0,0,False
4,2,1.0,2,False
5,1,0.0,1,False
6,2,14.0,4,False
7,1,0.0,1,False
8,2,3.0,2,False
9,3,10.0,7,False
10,2,5.0,2,False
11,2,26.0,2,False
12,3,28.0,3,False
13,3,36.0,3,False
14,2,1.0,2,False
15,3,8.0,3,False
16,1,0.0,1,False
17,1,0.0,1,False
18,2,8.0,2,False
19,1,0.0,1,False
20,0,0.0,0,False
21,1,0.0,1,False
22,2,9.0,2,False
23,2,8.0,2,False
24,6,90.0,7,True
25,4,21.0,4,False
26,0,0.0,0,False
27,2,11.0,32,False
28,2,0.0,3,False
29,2,16.0,2,False
30,0,0.0,0,False
31,1,0.0,8,False
32,4,12.0,4,False
33,1,0.0,1,False
34,1,0.0,1,False
35,2,16.0,2,False
36,3,14.0,3,False
37,1,0.0,1,False
38,3,8.0,3,False
39,6,140.0,14,True
40,4,36.0,4,False
41,4,51.0,6,False
42,0,0.0,0,False
43,0,0.0,0,False
44,4,57.0,9,True
45,2,3.0,2,False
46,2,17.0,2,False
47,0,0.0,0,False
48,1,0.0,2,False
49,1,0.0,1,False
50,0,0.0,0,False
51,2,16.0,2,False
52,0,0.0,0,False
53,3,20.0,7,False
54,0,0.0,0,False
55,1,0.0,1,False
56,2,10.0,2,False
57,1,0.0,2,False
58,1,0.0,1,False
59,0,0.0,0,False
60,0,0.0,0,False
61,4,57.0,4,True
62,3,16.0,3,False
63,2,12.0,2,False
64,1,0.0,2,False
65,1,0.0,1,False
66,3,54.0,3,True
67,3,26.0,4,False
68,0,0.0,0,False
69,3,30.0,23,False
70,2,10.0,2,False
71,0,0.0,0,False
72,4,51.0,24,False
73,2,12.0,2,False
74,2,13.0,2,False
75,1,0.0,1,False
76,1,0.0,1,False
77,4,60.0,4,True
78,1,0.0,1,False
79,2,6.0,2,False
80,8,154.0,8,True
81,1,0.0,2,False
82,2,16.0,4,False
83,0,0.0,0,False
84,3,6.0,3,False
85,0,0.0,0,False
86,0,0.0,0,False
87,3,40.0,4,False
88,2,0.0,10,False
89,0,0.0,0,False
90,1,0.0,1,False
91,5,84.0,7,True
92,0,0.0,0,False
93,1,0.0,1,False
94,3,14.0,3,False
95,0,0.0,0,False
96,2,0.0,2,False
97,0,0.0,0,False
98,5,32.0,5,False
99,4,87.0,21,True
