plan_a,plan_b,cell_x,cell_y,cell_z,idx_a,idx_b,time_a,time_b,time_gap,time_diff,required_gap,conflict_type
0,27,14,51,0,0,5,1723.2067582666411,1747.5763556258166,-24.369597359175486,24.369597359175486,30.0,deterministic
0,27,15,50,0,1,6,1737.348893890372,1761.7184912495477,-24.369597359175714,24.369597359175714,30.0,deterministic
0,27,16,49,0,2,7,1751.491029514103,1775.8606268732788,-24.369597359175714,24.369597359175714,30.0,deterministic
0,27,17,48,0,3,8,1765.633165137834,1790.0027624970098,-24.369597359175714,24.369597359175714,30.0,deterministic
0,27,18,47,0,4,9,1779.7753007615652,1804.144898120741,-24.369597359175714,24.369597359175714,30.0,deterministic
0,27,19,46,0,5,10,1793.9174363852962,1818.287033744472,-24.369597359175714,24.369597359175714,30.0,deterministic
0,27,20,45,0,6,11,1808.0595720090273,1832.429169368203,-24.369597359175714,24.369597359175714,30.0,deterministic
0,27,21,44,0,7,12,1822.2017076327584,1846.571304991934,-24.369597359175714,24.369597359175714,30.0,deterministic
0,27,22,43,0,8,13,1836.3438432564894,1860.7134406156651,-24.369597359175714,24.369597359175714,30.0,deterministic
0,27,22,42,0,9,14,1846.3438432564894,1870.7134406156651,-24.369597359175714,24.369597359175714,30.0,deterministic
0,27,23,41,0,10,15,1860.4859788802205,1884.8555762393962,-24.369597359175714,24.369597359175714,30.0,deterministic
0,27,24,40,0,11,16,1874.6281145039516,1898.9977118631273,-24.369597359175714,24.369597359175714,30.0,deterministic
0,27,25,39,0,12,17,1888.7702501276826,1913.1398474868583,-24.369597359175714,24.369597359175714,30.0,deterministic
0,27,26,38,0,13,18,1902.9123857514137,1927.2819831105894,-24.369597359175714,24.369597359175714,30.0,deterministic
0,27,27,37,0,14,19,1917.0545213751448,1941.4241187343205,-24.369597359175714,24.369597359175714,30.0,deterministic
0,27,28,36,0,15,20,1931.1966569988758,1955.5662543580515,-24.369597359175714,24.369597359175714,30.0,deterministic
0,27,29,35,0,16,21,1945.338792622607,1969.7083899817826,-24.369597359175714,24.369597359175714,30.0,deterministic
0,27,30,34,0,17,22,1959.480928246338,1983.8505256055137,-24.369597359175714,24.369597359175714,30.0,deterministic
0,27,31,33,0,18,23,1973.623063870069,1997.9926612292447,-24.369597359175714,24.369597359175714,30.0,deterministic
0,27,32,32,0,19,24,1987.7651994938,2012.1347968529758,-24.369597359175714,24.369597359175714,30.0,deterministic
0,27,33,31,0,20,25,2001.9073351175311,2026.2769324767069,-24.369597359175714,24.369597359175714,30.0,deterministic
0,27,34,30,1,21,26,2016.364167412332,2040.7337647715078,-24.369597359175714,24.369597359175714,30.0,deterministic
0,27,35,29,1,22,27,2030.506303036063,2054.8759003952387,-24.369597359175714,24.369597359175714,30.0,deterministic
0,27,36,28,1,23,28,2044.648438659794,2069.0180360189697,-24.369597359175714,24.369597359175714,30.0,deterministic
0,27,37,27,1,24,29,2058.790574283525,2083.160171642701,-24.369597359175714,24.369597359175714,30.0,deterministic
0,27,38,26,1,25,30,2072.932709907256,2097.302307266432,-24.369597359175714,24.369597359175714,30.0,deterministic
0,27,39,25,1,26,31,2087.074845530987,2111.444442890163,-24.369597359175714,24.369597359175714,30.0,deterministic
0,27,40,24,1,27,32,2101.2169811547183,2125.586578513894,-24.369597359175714,24.369597359175714,30.0,deterministic
0,27,41,23,1,28,33,2115.3591167784493,2139.728714137625,-24.369597359175714,24.369597359175714,30.0,deterministic
0,27,42,22,1,29,34,2129.5012524021804,2153.870849761356,-24.369597359175714,24.369597359175714,30.0,deterministic
39,44,36,30,1,22,8,1054.0874525653476,1038.01647536483,16.070977200517518,16.070977200517518,30.0,deterministic
1,99,37,31,1,26,38,1266.4954864192382,1286.30560919213,-19.810122772891873,19.810122772891873,30.0,deterministic
1,99,38,32,1,27,39,1280.6376220429693,1300.447744815861,-19.810122772891646,19.810122772891646,30.0,deterministic
35,80,39,32,1,28,34,1204.4335354562945,1211.9739680241664,-7.540432567871903,7.540432567871903,30.0,deterministic
1,99,39,32,1,28,40,1290.6376220429693,1310.447744815861,-19.810122772891646,19.810122772891646,30.0,deterministic
1,99,40,32,1,29,41,1300.6376220429693,1320.447744815861,-19.810122772891646,19.810122772891646,30.0,deterministic
1,99,41,32,1,30,42,1310.6376220429693,1330.447744815861,-19.810122772891646,19.810122772891646,30.0,deterministic
1,99,42,32,1,31,43,1320.6376220429693,1340.447744815861,-19.810122772891646,19.810122772891646,30.0,deterministic
1,99,43,32,1,32,44,1330.6376220429693,1350.447744815861,-19.810122772891646,19.810122772891646,30.0,deterministic
1,99,44,32,1,33,45,1340.6376220429693,1360.447744815861,-19.810122772891646,19.810122772891646,30.0,deterministic
1,99,45,32,1,34,46,1350.6376220429693,1370.447744815861,-19.810122772891646,19.810122772891646,30.0,deterministic
1,99,46,32,1,35,47,1360.6376220429693,1380.447744815861,-19.810122772891646,19.810122772891646,30.0,deterministic
1,99,47,32,1,36,48,1370.6376220429693,1390.447744815861,-19.810122772891646,19.810122772891646,30.0,deterministic
1,99,48,32,1,37,49,1380.6376220429693,1400.447744815861,-19.810122772891646,19.810122772891646,30.0,deterministic
1,99,49,32,1,38,50,1390.6376220429693,1410.447744815861,-19.810122772891646,19.810122772891646,30.0,deterministic
1,99,50,32,1,39,51,1400.6376220429693,1420.447744815861,-19.810122772891646,19.810122772891646,30.0,deterministic
1,99,51,32,1,40,52,1410.6376220429693,1430.447744815861,-19.810122772891646,19.810122772891646,30.0,deterministic
36,38,43,47,1,12,8,524.3866483759422,498.5031512454767,25.883497130465457,25.883497130465457,30.0,deterministic
70,74,43,47,1,10,14,1284.7782765418788,1257.6797892716222,27.098487270256555,27.098487270256555,30.0,deterministic
25,41,28,34,1,25,25,1424.179034129912,1405.232510431002,18.946523698909914,18.946523698909914,30.0,deterministic
39,99,25,31,1,33,26,1168.2295881890786,1165.4249961743092,2.8045920147694687,2.8045920147694687,30.0,deterministic
4,14,16,34,1,18,11,1466.2545231669255,1451.5556575765372,14.698865590388323,14.698865590388323,30.0,deterministic
9,15,26,18,0,19,16,1385.6413832417115,1415.4935958075384,-29.852212565826903,29.852212565826903,30.0,deterministic
55,94,14,9,0,9,11,1446.4387421563256,1449.2554431428816,-2.816700986556043,2.816700986556043,30.0,deterministic
6,41,28,33,1,19,26,1429.5155459695534,1415.232510431002,14.283035538551303,14.283035538551303,30.0,deterministic
6,41,29,27,1,25,32,1501.9419528407466,1479.3746460547331,22.567306786013432,22.567306786013432,30.0,deterministic
6,41,29,26,2,26,33,1512.382259349657,1489.8149525636436,22.567306786013432,22.567306786013432,30.0,deterministic
31,88,30,24,1,10,26,1748.778756663382,1756.754231868838,-7.97547520545595,7.97547520545595,30.0,deterministic
7,96,33,35,2,23,20,387.3906732162591,400.6198383139714,-13.229165097712325,13.229165097712325,30.0,deterministic
44,77,32,33,1,12,30,1090.4428822360233,1113.273060687955,-22.830178451931715,22.830178451931715,30.0,deterministic
39,77,32,30,1,26,27,1094.0874525653476,1083.273060687955,10.814391877392609,10.814391877392609,30.0,deterministic
31,88,32,26,1,8,24,1720.4944854159198,1728.4699606213758,-7.97547520545595,7.97547520545595,30.0,deterministic
32,40,32,16,2,15,29,1696.014059873166,1678.9741602548627,17.039899618303252,17.039899618303252,30.0,deterministic
9,98,23,30,1,31,29,1518.3824867839746,1533.722492566562,-15.340005782587468,15.340005782587468,30.0,deterministic
10,14,40,52,0,4,35,1743.0465015052978,1767.0581888169054,-24.011687311607602,24.011687311607602,30.0,deterministic
24,63,46,20,1,6,37,1154.9073347460112,1136.07106907049,18.83626567552119,18.83626567552119,30.0,deterministic
45,84,42,36,1,32,35,1567.1676556810203,1560.0846007077084,7.083054973311846,7.083054973311846,30.0,deterministic
12,44,28,37,1,21,16,1124.4124698651813,1147.0114247309475,-22.598954865766245,22.598954865766245,30.0,deterministic
12,91,25,37,1,24,32,1154.4124698651813,1137.9774893730578,16.434980492123486,16.434980492123486,30.0,deterministic
13,17,41,18,1,40,34,762.8627002037505,792.7412707423408,-29.87857053859034,29.87857053859034,30.0,deterministic
13,39,51,17,1,50,7,867.759839007462,850.2396894568452,17.520149550616793,17.520149550616793,30.0,deterministic
79,90,17,35,1,17,33,1582.458037269193,1593.1951092100744,-10.737071940881378,10.737071940881378,30.0,deterministic
15,98,26,27,1,25,26,1505.933902316449,1490.6666923532293,15.267209963219557,15.267209963219557,30.0,deterministic
39,99,26,31,1,32,27,1158.2295881890786,1175.4249961743092,-17.19540798523053,17.19540798523053,30.0,deterministic
28,64,28,31,1,22,19,320.67953243632115,324.58500882433225,-3.9054763880110954,3.9054763880110954,30.0,deterministic
28,64,27,31,1,21,20,310.67953243632115,334.58500882433225,-23.905476388011095,23.905476388011095,30.0,deterministic
29,80,21,31,1,17,16,1015.6763812683172,1017.9119449551724,-2.2355636868552438,2.2355636868552438,30.0,deterministic
16,62,14,31,1,43,14,853.4074793832912,859.6545113601455,-6.247031976854373,6.247031976854373,30.0,deterministic
25,84,41,35,1,38,34,1567.3604441810855,1545.9424650839774,21.417979097108173,21.417979097108173,30.0,deterministic
39,44,41,25,1,17,3,983.3767744466928,967.3057972461752,16.070977200517632,16.070977200517632,30.0,deterministic
62,63,47,4,0,47,53,1303.0656565562324,1300.527901365291,2.537755190941425,2.537755190941425,30.0,deterministic
18,98,41,13,0,13,11,1307.8012317195112,1282.3620969499248,25.439134769586417,25.439134769586417,30.0,deterministic
82,91,33,29,1,22,24,1005.4462864469817,1024.2110110410695,-18.76472459408774,18.76472459408774,30.0,deterministic
39,44,37,29,1,21,7,1039.9453169416165,1023.874339741099,16.070977200517518,16.070977200517518,30.0,deterministic
21,76,13,16,0,13,13,390.9130823886906,413.1547469642436,-22.24166457555299,22.24166457555299,30.0,deterministic
22,46,32,21,0,22,21,861.6006181236314,839.56506874701,22.035549376621475,22.035549376621475,30.0,deterministic
23,62,50,4,0,3,50,1357.014010559682,1333.9462695740533,23.06774098562869,23.06774098562869,30.0,deterministic
23,61,54,11,0,10,45,1451.8668243020684,1422.1587054692768,29.70811883279157,29.70811883279157,30.0,deterministic
39,44,40,26,1,18,4,997.5189100704238,981.4479328699061,16.070977200517632,16.070977200517632,30.0,deterministic
39,44,39,27,1,19,5,1011.6610456941547,995.5900684936371,16.070977200517632,16.070977200517632,30.0,deterministic
39,44,38,28,1,20,6,1025.8031813178857,1009.732204117368,16.070977200517632,16.070977200517632,30.0,deterministic
44,91,24,41,1,20,36,1203.5799672258718,1182.1196249967888,21.460342229082926,21.460342229082926,30.0,deterministic
24,27,9,56,0,43,0,1674.968307213539,1676.8656775071613,-1.8973702936223162,1.8973702936223162,30.0,deterministic
25,45,42,35,1,39,31,1577.3604441810855,1557.1676556810203,20.192788500065262,20.192788500065262,30.0,deterministic
29,72,12,23,1,8,46,892.5392962784696,884.7891626245191,7.750133653950456,7.750133653950456,30.0,deterministic
82,91,34,28,1,23,23,1019.5884220707127,1010.0688754173384,9.519546653374277,9.519546653374277,30.0,deterministic
31,88,31,25,1,9,25,1734.636621039651,1742.6120962451068,-7.97547520545595,7.97547520545595,30.0,deterministic
31,88,29,23,1,11,27,1762.920892287113,1770.896367492569,-7.97547520545595,7.97547520545595,30.0,deterministic
31,88,28,22,1,12,28,1777.063027910844,1785.0385031163,-7.97547520545595,7.97547520545595,30.0,deterministic
31,88,27,21,1,13,29,1791.2051635345751,1799.180638740031,-7.97547520545595,7.97547520545595,30.0,deterministic
31,88,26,20,1,14,30,1805.3472991583062,1813.3227743637622,-7.97547520545595,7.97547520545595,30.0,deterministic
31,88,25,19,1,15,31,1819.4894347820373,1827.4649099874932,-7.97547520545595,7.97547520545595,30.0,deterministic
32,94,32,10,2,9,29,1635.133446855345,1636.0394178200754,-0.9059709647303862,0.9059709647303862,30.0,deterministic
35,56,27,4,0,0,46,865.1227171973294,848.9670469778425,16.155670219486865,16.155670219486865,30.0,deterministic
37,38,43,30,1,5,25,683.2461673190624,669.3837642632978,13.862403055764503,13.862403055764503,30.0,deterministic
39,66,18,31,0,40,22,1248.464172305412,1224.6237685410983,23.840403764313578,23.840403764313578,30.0,deterministic
48,57,35,48,0,33,11,542.2633888586845,555.6407514203289,-13.377362561644418,13.377362561644418,30.0,deterministic
48,57,36,49,0,34,10,556.4055244824154,541.498615796598,14.906908685817484,14.906908685817484,30.0,deterministic
58,84,8,3,0,40,1,1100.0558642815704,1083.0794284535136,16.976435828056765,16.976435828056765,30.0,deterministic
61,72,9,22,0,0,49,924.3302040682947,919.2459949193201,5.084209148974651,5.084209148974651,30.0,deterministic
73,91,23,49,0,10,44,1245.3855860704816,1266.5764572915898,-21.190871221108182,21.190871221108182,30.0,deterministic
