generation,fitness
1,2808936.437664208
2,2195765.6344403396
3,1792803.7003396791
4,1792803.6999038276
5,1792803.6987313263
6,1178264.105798003
7,1178264.102491313
8,1178264.096647211
9,1178264.087024453
10,1178264.0720302917
11,1178264.0496765387
12,1178264.017535627
13,1178263.9726966731
14,1177376.8932951884
15,1177376.8123016178
16,1177376.7065768787
17,1177376.5708457204
18,1177376.3991309863
19,1177376.184709747
20,1177375.9200694305
21,1177375.596863953
22,1177375.2058698493
23,1177374.7369424063
24,1177374.17897179
25,1177373.5198391806
26,993452.8480942165
27,993452.0878096456
28,993451.2061491319
29,993450.1891273127
30,993449.0217235568
31,993447.6878449911
32,993446.1702895269
33,993444.4507088853
34,993442.5095716247
35,993440.3261261651
36,993437.8783638155
37,853046.6031673977
38,853043.9854646969
39,853041.0772246313
40,853037.8549066399
41,853034.293731603
42,853030.3676500833
43,853026.0493105692
44,805389.5182818837
45,805384.6226946058
46,805379.2720565487
47,805373.4353570115
48,805367.0802073713
49,805360.1728111313
50,805352.6779339637
51,805344.5588737562
52,805335.7774306559
53,805326.2938771166
54,805316.066927942
55,805305.0537103318
56,805293.2097339266
57,805280.4888608534
58,805266.843275771
59,805252.2234559148
60,805236.5781411412
61,805219.8543039752
62,805201.9971196528
63,805182.9499361683
64,805162.6542443181
65,805141.0496477473
66,805118.0738329933
67,805093.6625395324
68,805067.7495298241
69,805040.2665593568
70,805011.143346693
71,804980.307543514
72,804947.6847046654
73,804913.198258203
74,804876.7694754365
75,804838.3174409765
76,804797.7590227778
77,804755.0088421864
78,804709.979243983
79,804662.5802664304
80,804612.719611316
81,804560.302613999
82,804505.2322134557
83,804447.4089223224
84,804386.7307969438
85,804323.0934074157
86,804256.3898076311
87,804186.5105053263
88,804113.3434321242
89,804036.773913581
90,803956.6846392312
91,803872.955632632
92,803785.4642214094
93,803694.0850073029
94,803598.6898362109
95,803499.1477682362
96,803395.3250477304
97,803287.0850733395
98,803174.2883680498
99,803056.7925492319
100,802934.452298687
101,802807.1193326911
102,802674.642372041
103,802536.8671120988
104,802393.6361928385
105,802244.789168889
106,802090.1624795814
107,801929.5894189927
108,801762.9001059926
109,801589.9214542862
110,801410.4771424623
111,801224.387584036
112,801031.4698974956
113,800831.5378763467
114,800624.4019591582
115,800409.8691996069
116,800187.7432365234
117,799957.824263936
118,799719.9090011178
119,799473.7906626305
120,799219.2589283695
121,798956.0999136106
122,798684.0961390533
123,798403.0265008673
124,798112.6662407373
125,797812.7869159085
126,797503.1563692307
127,797183.538699205
128,796853.6942300283
129,796513.3794816385
130,796162.3471397592
131,795800.3460259466
132,795427.1210676322
133,795042.4132681706
134,794645.9596768824
135,794237.4933591011
136,793816.7433662178
137,793383.4347057258
138,792937.2883112667
139,792478.0210126744
140,792005.3455060223
141,791518.9703236666
142,791018.599804292
143,790503.9340629575
144,789974.6689611413
145,789430.4960767855
146,788871.1026743421
147,788296.1716748176
148,787705.3816258187
149,787098.4066715967
150,786474.9165230939
151,785834.5764279879
152,785177.0471407367
153,784501.9848926249
154,783809.0413618078
155,783097.8636433573
156,782368.0942193065
157,781619.3709286958
158,780851.3269376174
159,780063.5907092603
160,779255.7859739568
161,778427.5316992258
162,777578.4420598195
163,776708.126407768
164,775816.1892424249
165,774902.2301805117
166,773965.8439261641
167,773006.6202409761
168,772024.1439140461
169,769294.2418648902
170,768265.6648093608
171,765853.0320429337
172,764776.6791987774
173,763675.0017044749
174,762547.5552829797
175,761393.8904913202
176,760213.5526907381
177,759006.0820168286
178,757771.0133496785
179,756507.8762840064
180,755216.195099301
181,753895.4887299605
182,621001.7203415446
183,619864.7809161235
184,618702.7168953179
185,617515.1141498453
186,616301.5540244882
187,571636.4160320824
188,570459.7771225764
189,482352.10590025794
190,481313.8238147173
191,480253.4515486033
192,479170.6384738676
193,478065.030271691
194,476936.26891316
195,475783.9926399439
196,474607.83594497107
197,473407.429553105
198,430203.04380265105
199,429065.54999395914
200,427844.7479492771
