global_generation,stage,stage_generation,fitness,Tdelay,Tair,ORISK,Nc,n_delay,n_battery,delta
1,stage1,1,2977943.8239676193,6358.5455218066,59009.914999400666,756.8497269423874,63,5,0,0.9999999999996875
2,stage1,2,2977943.8239388075,6358.5455218066,59009.914999400666,756.8497269423874,63,5,0,0.99999999999
3,stage1,3,2920588.5352376862,6429.920249065,58805.460029816626,759.4896632820612,62,5,0,0.9999999999240625
4,stage1,4,2920588.534525817,6429.920249065,58805.460029816626,759.4896632820612,62,5,0,0.99999999968
5,stage1,5,2920588.532610788,6429.920249065,58805.460029816626,759.4896632820612,62,5,0,0.9999999990234375
6,stage1,6,2920588.528371473,6429.920249065,58805.460029816626,759.4896632820612,62,5,0,0.99999999757
7,stage1,7,2920588.520139855,6429.920249065,58805.460029816626,759.4896632820612,62,5,0,0.9999999947478125
8,stage1,8,2870397.123742351,7808.888112496651,58735.536267526644,757.6201890126889,61,7,0,0.99999998976
9,stage1,9,2870397.100202014,7808.888112496651,58735.536267526644,757.6201890126889,61,7,0,0.9999999815471875
10,stage1,10,2827094.38344232,4909.378735271711,58819.41091082003,763.0846977074768,60,5,0,0.99999996875
11,stage1,11,2827094.3295775624,4909.378735271711,58819.41091082003,763.0846977074768,60,5,0,0.9999999496715625
12,stage1,12,2827094.2521291617,4909.378735271711,58819.41091082003,763.0846977074768,60,5,0,0.99999992224
13,stage1,13,2827094.144082904,4909.378735271711,58819.41091082003,763.0846977074768,60,5,0,0.9999998839709375
14,stage1,14,2827093.997154074,4909.378735271711,58819.41091082003,763.0846977074768,60,5,0,0.99999983193
15,stage1,15,2827093.8016815847,4909.378735271711,58819.41091082003,763.0846977074768,60,5,0,0.9999997626953125
16,stage1,16,2827093.546522097,4909.378735271711,58819.41091082003,763.0846977074768,60,5,0,0.99999967232
17,stage1,17,2827093.218944152,4909.378735271711,58819.41091082003,763.0846977074768,60,5,0,0.9999995562946875
18,stage1,18,2827092.8045222876,4909.378735271711,58819.41091082003,763.0846977074768,60,5,0,0.99999940951
19,stage1,19,2827092.2870311686,4909.378735271711,58819.41091082003,763.0846977074768,60,5,0,0.9999992262190625
20,stage1,20,2827091.648339713,4909.378735271711,58819.41091082003,763.0846977074768,60,5,0,0.999999
21,stage1,21,2827090.868305213,4909.378735271711,58819.41091082003,763.0846977074768,60,5,0,0.9999987237184375
22,stage1,22,2827089.9246674622,4909.378735271711,58819.41091082003,763.0846977074768,60,5,0,0.99999838949
23,stage1,23,2735163.876203107,4639.505520276135,58868.91190669012,764.3691871875288,58,4,0,0.9999979886428125
24,stage1,24,2735162.5733708316,4639.505520276135,58868.91190669012,764.3691871875288,58,4,0,0.99999751168
25,stage1,25,2735161.0343305804,4639.505520276135,58868.91190669012,764.3691871875288,58,4,0,0.9999969482421875
26,stage1,26,2735159.228327171,4639.505520276135,58868.91190669012,764.3691871875288,58,4,0,0.99999628707
27,stage1,27,2735157.1220446276,4639.505520276135,58868.91190669012,764.3691871875288,58,4,0,0.9999955159665626
28,stage1,28,2735154.679503742,4639.505520276135,58868.91190669012,764.3691871875288,58,4,0,0.99999462176
29,stage1,29,2735151.8619596465,4639.505520276135,58868.91190669012,764.3691871875288,58,4,0,0.9999935902659375
30,stage1,30,2735148.627799378,4639.505520276135,58868.91190669012,764.3691871875288,58,4,0,0.99999240625
31,stage1,31,2735144.9324394497,4639.505520276135,58868.91190669012,764.3691871875288,58,4,0,0.9999910533903125
32,stage1,32,2735140.728223417,4639.505520276135,58868.91190669012,764.3691871875288,58,4,0,0.99998951424
33,stage1,33,2735135.9643194457,4639.505520276135,58868.91190669012,764.3691871875288,58,4,0,0.9999877701896875
34,stage1,34,2735130.5866178814,4639.505520276135,58868.91190669012,764.3691871875288,58,4,0,0.99998580143
35,stage1,35,2735124.5376288164,4639.505520276135,58868.91190669012,764.3691871875288,58,4,0,0.9999835869140625
36,stage1,36,2735117.756379659,4639.505520276135,58868.91190669012,764.3691871875288,58,4,0,0.99998110432
37,stage1,37,2735110.178312698,4639.505520276135,58868.91190669012,764.3691871875288,58,4,0,0.9999783300134375
38,stage1,38,2735101.7351826774,4639.505520276135,58868.91190669012,764.3691871875288,58,4,0,0.99997523901
39,stage1,39,2735092.354954358,4639.505520276135,58868.91190669012,764.3691871875288,58,4,0,0.9999718049378125
40,stage1,40,2735081.9617000893,4639.505520276135,58868.91190669012,764.3691871875288,58,4,0,0.999968
41,stage1,41,2735070.475497376,4639.505520276135,58868.91190669012,764.3691871875288,58,4,0,0.9999637949371875
42,stage1,42,2735057.8123264466,4639.505520276135,58868.91190669012,764.3691871875288,58,4,0,0.99995915899
43,stage1,43,2735043.883967821,4639.505520276135,58868.91190669012,764.3691871875288,58,4,0,0.9999540598615625
44,stage1,44,2735028.5978998803,4639.505520276135,58868.91190669012,764.3691871875288,58,4,0,0.99994846368
45,stage1,45,2735011.8571964325,4639.505520276135,58868.91190669012,764.3691871875288,58,4,0,0.9999423349609375
46,stage1,46,2734993.560424281,4639.505520276135,58868.91190669012,764.3691871875288,58,4,0,0.99993563657
47,stage1,47,2734973.6015407955,4639.505520276135,58868.91190669012,764.3691871875288,58,4,0,0.9999283296853125
48,stage1,48,2734951.8697914765,4639.505520276135,58868.91190669012,764.3691871875288,58,4,0,0.99992037376
49,stage1,49,2734928.2496075253,4639.505520276135,58868.91190669012,764.3691871875288,58,4,0,0.9999117264846875
50,stage1,50,2685248.1598210214,4472.617317146775,58812.93470479104,759.6103130997426,57,4,0,0.99990234375
51,stage1,51,2685220.9009181694,4472.617317146775,58812.93470479104,759.6103130997426,57,4,0,0.9998921796090625
52,stage1,52,2685191.4181334325,4472.617317146775,58812.93470479104,759.6103130997426,57,4,0,0.99988118624
