global_generation,stage,stage_generation,fitness,Tdelay,Tair,ORISK,Nc,n_delay,n_battery,delta
201,stage2,1,2048964.9375015981,16734.630638318158,59406.42195830022,769.6950687858528,43,15,0,0.9999999999996875
202,stage2,2,1437949.8132505447,23591.12182871131,59658.743895727515,774.6648118034052,30,19,0,0.99999999999
203,stage2,3,1437949.813156135,23591.12182871131,59658.743895727515,774.6648118034052,30,19,0,0.9999999999240625
204,stage2,4,1437949.8128066838,23591.12182871131,59658.743895727515,774.6648118034052,30,19,0,0.99999999968
205,stage2,5,1437949.811866611,23591.12182871131,59658.743895727515,774.6648118034052,30,19,0,0.9999999990234375
206,stage2,6,1437949.809785565,23591.12182871131,59658.743895727515,774.6648118034052,30,19,0,0.99999999757
207,stage2,7,1437949.805744729,23591.12182871131,59658.743895727515,774.6648118034052,30,19,0,0.9999999947478125
208,stage2,8,1437949.7986031298,23591.12182871131,59658.743895727515,774.6648118034052,30,19,0,0.99999998976
209,stage2,9,1437949.786843944,23591.12182871131,59658.743895727515,774.6648118034052,30,19,0,0.9999999815471875
210,stage2,10,1437949.7685208048,23591.12182871131,59658.743895727515,774.6648118034052,30,19,0,0.99999996875
211,stage2,11,1437949.7412041102,23591.12182871131,59658.743895727515,774.6648118034052,30,19,0,0.9999999496715625
212,stage2,12,1372655.2726637723,27264.94485660132,58899.55675969763,774.3701465735043,29,18,0,0.99999992224
213,stage2,13,1372655.2203702573,27264.94485660132,58899.55675969763,774.3701465735043,29,18,0,0.9999998839709375
214,stage2,14,1372655.149257892,27264.94485660132,58899.55675969763,774.3701465735043,29,18,0,0.99999983193
215,stage2,15,1372655.0546507884,27264.94485660132,58899.55675969763,774.3701465735043,29,18,0,0.9999997626953125
216,stage2,16,1319609.0968835729,27026.02529050733,58636.13892846302,769.0706618869795,28,18,0,0.99999967232
217,stage2,17,1319608.944490183,27026.02529050733,58636.13892846302,769.0706618869795,28,18,0,0.9999995562946875
218,stage2,18,1319608.7516959067,27026.02529050733,58636.13892846302,769.0706618869795,28,18,0,0.99999940951
219,stage2,19,1319608.5109525141,27026.02529050733,58636.13892846302,769.0706618869795,28,18,0,0.9999992262190625
220,stage2,20,1319608.213825197,27026.02529050733,58636.13892846302,769.0706618869795,28,18,0,0.999999
221,stage2,21,1319607.8509433137,27026.02529050733,58636.13892846302,769.0706618869795,28,18,0,0.9999987237184375
222,stage2,22,1319607.4119511354,27026.02529050733,58636.13892846302,769.0706618869795,28,18,0,0.99999838949
223,stage2,23,1319606.8854585928,27026.02529050733,58636.13892846302,769.0706618869795,28,18,0,0.9999979886428125
224,stage2,24,1319606.2589920193,27026.02529050733,58636.13892846302,769.0706618869795,28,18,0,0.99999751168
225,stage2,25,1314970.7068222577,28295.70072130526,58409.06989152722,762.9552891835882,28,22,0,0.9999969482421875
226,stage2,26,1314969.8417689216,28295.70072130526,58409.06989152722,762.9552891835882,28,22,0,0.99999628707
227,stage2,27,1314968.832885587,28295.70072130526,58409.06989152722,762.9552891835882,28,22,0,0.9999955159665626
228,stage2,28,1314967.6629386581,28295.70072130526,58409.06989152722,762.9552891835882,28,22,0,0.99999462176
229,stage2,29,1270784.998709654,29990.202674757897,58531.97583475161,763.1552056762716,27,20,0,0.9999935902659375
230,stage2,30,1270783.5017693418,29990.202674757897,58531.97583475161,763.1552056762716,27,20,0,0.99999240625
231,stage2,31,1270781.79136145,29990.202674757897,58531.97583475161,763.1552056762716,27,20,0,0.9999910533903125
232,stage2,32,1270779.845428058,29990.202674757897,58531.97583475161,763.1552056762716,27,20,0,0.99998951424
233,stage2,33,1270777.640441506,29990.202674757897,58531.97583475161,763.1552056762716,27,20,0,0.9999877701896875
234,stage2,34,1270775.1513569856,29990.202674757897,58531.97583475161,763.1552056762716,27,20,0,0.99998580143
235,stage2,35,1170989.365088186,27486.584240585715,58227.33685193348,760.4580056337956,25,21,0,0.9999835869140625
236,stage2,36,1170986.4739913712,27486.584240585715,58227.33685193348,760.4580056337956,25,21,0,0.99998110432
237,stage2,37,1116351.1330988533,31203.040396307886,57804.60767949804,763.336500765746,24,20,0,0.9999783300134375
238,stage2,38,1116347.7025534252,31203.040396307886,57804.60767949804,763.336500765746,24,20,0,0.99997523901
239,stage2,39,1116343.891253671,31203.040396307886,57804.60767949804,763.336500765746,24,20,0,0.9999718049378125
240,stage2,40,1116339.668349271,31203.040396307886,57804.60767949804,763.336500765746,24,20,0,0.999968
241,stage2,41,1116335.001366753,31203.040396307886,57804.60767949804,763.336500765746,24,20,0,0.9999637949371875
242,stage2,42,1116329.8561678717,31203.040396307886,57804.60767949804,763.336500765746,24,20,0,0.99995915899
243,stage2,43,1116324.19690799,31203.040396307886,57804.60767949804,763.336500765746,24,20,0,0.9999540598615625
244,stage2,44,1116317.9859944594,31203.040396307886,57804.60767949804,763.336500765746,24,20,0,0.99994846368
245,stage2,45,1116311.1840450005,31203.040396307886,57804.60767949804,763.336500765746,24,20,0,0.9999423349609375
246,stage2,46,1116303.749846084,31203.040396307886,57804.60767949804,763.336500765746,24,20,0,0.99993563657
247,stage2,47,1116295.640311312,31203.040396307886,57804.60767949804,763.336500765746,24,20,0,0.9999283296853125
248,stage2,48,1076521.4144220932,28047.94475771596,58158.69781019322,762.5222125305608,23,21,0,0.99992037376
249,stage2,49,1076512.1607994924,28047.94475771596,58158.69781019322,762.5222125305608,23,21,0,0.9999117264846875
250,stage2,50,1076502.120147076,28047.94475771596,58158.69781019322,762.5222125305608,23,21,0,0.99990234375
251,stage2,51,1076491.2432961727,28047.94475771596,58158.69781019322,762.5222125305608,23,21,0,0.9998921796090625
252,stage2,52,1076479.4790716348,28047.94475771596,58158.69781019322,762.5222125305608,23,21,0,0.99988118624
253,stage2,53,1076466.7742517116,28047.94475771596,58158.69781019322,762.5222125305608,23,21,0,0.9998693139084375
254,stage2,54,1076453.0735279177,28047.94475771596,58158.69781019322,762.5222125305608,23,21,0,0.99985651093
255,stage2,55,1076438.319464904,28047.94475771596,58158.69781019322,762.5222125305608,23,21,0,0.9998427236328125
256,stage2,56,1076422.4524603283,28047.94475771596,58158.69781019322,762.5222125305608,23,21,0,0.99982789632
257,stage2,57,1076405.4107047261,28047.94475771596,58158.69781019322,762.5222125305608,23,21,0,0.9998119712321875
