scheduler_mode,seed,n_jobs,NP,Ngen_max_stage1,Ngen_max_stage2,stage2_skipped,initial_conflicts_uncertain,initial_conflicts_without_uncertainty,initial_conflict_points_uncertain,initial_conflict_pairs_uncertain,final_conflicts_two_stage,final_conflicts_one_stage,final_conflict_points_two_stage,final_conflict_points_one_stage,final_conflict_pairs_two_stage,final_conflict_pairs_one_stage,stage1_key_flight_count,stage1_initial_conflict_points,stage1_final_conflict_points,stage2_initial_conflict_points,stage2_final_conflict_points,stage1_fata_time,stage2_fata_time,final_fitness,final_paper_fitness,changed_flight_count_two_stage,changed_flight_count_one_stage,delayed_flight_count,final_Tdelay,final_Tair,final_ORISK,final_n_delay,final_n_battery,stage1_strategy_schedule_count,stage1_strategy_speed_count,stage1_strategy_reroute_count,stage2_strategy_schedule_count,stage2_strategy_speed_count,stage2_strategy_reroute_count,runtime_seconds,total_runtime
paper_strict,2025,8,20,50,50,False,130,99,130,85,56,99,56,99,36,57,10,130,99,99,56,13.211605200000122,20.91115659999923,1400.4784477314174,1400.4784477314174,62,10,14,26961.5447230446,60332.941285946705,1143.9412576272086,14,0,9,1,0,24,23,5,40.22082979999868,40.22082979999868
