plan_a,plan_b,cell_x,cell_y,cell_z,time_a,time_b,time_gap,required_gap,tried_delay_a,tried_delay_b,tried_speed_a,tried_speed_b,tried_reroute,reason_failed
2,73,30,31,2,1276.3233972920934,1241.9008683102375,34.422528981855976,45.951530388734604,False,False,False,False,False,remaining_after_repair
46,47,13,36,2,846.282771840306,875.5456424274,-29.26287058709397,42.05204543376482,False,False,False,False,False,remaining_after_repair
14,69,32,25,1,1337.9300820338685,1335.199733130498,2.730348903370441,44.07853500919274,False,False,False,False,False,remaining_after_repair
6,24,15,51,2,386.8532951727042,370.48917919106344,16.364115981640737,43.414384723964375,False,False,False,False,False,remaining_after_repair
6,24,16,51,2,395.012056521164,361.4697635049986,33.542293016165445,43.39751620891593,False,False,False,False,False,remaining_after_repair
6,92,17,51,2,406.35623330833664,432.0233547681739,-25.667121459837233,38.06502141538472,False,False,False,False,False,remaining_after_repair
7,15,33,47,2,1642.402153676326,1665.000570486001,-22.598416809674973,46.53927086808615,False,False,False,False,False,remaining_after_repair
34,44,27,53,1,1647.3764527878616,1625.651440406718,21.725012381143642,39.3022536346425,False,False,False,False,False,remaining_after_repair
8,56,0,20,0,1401.0152611154158,1438.8689498747394,-37.85368875932363,52.2655620182569,False,False,False,False,False,remaining_after_repair
9,63,29,4,0,1059.7478600081095,1076.6125700773841,-16.86471006927468,34.16728099069038,False,False,False,False,False,remaining_after_repair
9,32,3,51,2,1576.5123213176025,1612.37848970647,-35.866168388867436,57.304433815990095,False,False,False,False,False,remaining_after_repair
10,52,58,2,0,1669.729814403618,1672.2646461787645,-2.5348317751463583,47.807973943055345,False,False,False,False,False,remaining_after_repair
11,82,35,45,1,1307.2319164648409,1338.2606250018844,-31.028708537043485,47.79764377171742,False,False,False,False,False,remaining_after_repair
14,71,49,24,1,1183.3998338730455,1173.6055910078599,9.794242865185652,46.72145971871979,False,False,False,False,False,remaining_after_repair
14,69,41,25,1,1258.0658821108557,1254.1887830202324,3.8770990906232328,40.92544000846571,False,False,False,False,False,remaining_after_repair
14,69,40,25,1,1266.9396821023015,1263.1899996991508,3.7496824031507003,41.275783897435375,False,False,False,False,False,remaining_after_repair
14,69,39,25,1,1275.8134820937473,1272.1912163780692,3.622265715678168,41.62612778640505,False,False,False,False,False,remaining_after_repair
14,69,38,25,1,1284.6872820851934,1281.1924330569877,3.4948490282056355,41.976471675374725,False,False,False,False,False,remaining_after_repair
14,69,37,25,1,1293.5610820766392,1290.193649735906,3.367432340733103,42.32681556434439,False,False,False,False,False,remaining_after_repair
14,69,36,25,1,1302.434882068085,1299.1948664148244,3.2400156532605706,42.67715945331406,False,False,False,False,False,remaining_after_repair
16,69,35,25,1,1295.7585899445826,1308.1960830937428,-12.437493149160218,47.12668400764752,False,False,False,False,False,remaining_after_repair
14,16,35,25,1,1311.3086820595308,1295.7585899445826,15.550092114948256,45.91553353272267,False,False,False,False,False,remaining_after_repair
14,69,35,25,1,1311.3086820595308,1308.1960830937428,3.112598965788038,43.02750334228373,False,False,False,False,False,remaining_after_repair
14,69,34,25,1,1320.182482050977,1317.1972997726612,2.985182278315733,43.377847231253405,False,False,False,False,False,remaining_after_repair
14,69,33,25,1,1329.0562820424227,1326.1985164515797,2.8577655908429733,43.72819112022307,False,False,False,False,False,remaining_after_repair
14,69,31,25,1,1346.8038820253144,1344.2009498094164,2.6029322158979085,44.42887889816241,False,False,False,False,False,remaining_after_repair
14,69,30,25,1,1355.6776820167604,1353.202166488335,2.475515528425376,44.77922278713209,False,False,False,False,False,remaining_after_repair
14,69,29,25,1,1364.5514820082062,1362.2033831672534,2.3480988409528436,45.12956667610176,False,False,False,False,False,remaining_after_repair
14,69,28,25,1,1373.425281999652,1371.2045998461717,2.220682153480311,45.47991056507143,False,False,False,False,False,remaining_after_repair
14,69,27,25,1,1382.2990819910979,1380.20581652509,2.0932654660077787,45.830254454041096,False,False,False,False,False,remaining_after_repair
