action_type,plan_id,old_pairs,new_pairs,old_points,new_points,accepted,rollback,runtime_ms,reason,old_target_points,new_target_points,new_pairs_created_by_action,stage,iter,segment_idx,pair,segment_points,conflict_class,matched_strategy,candidate_rank,prob_delay,prob_speed,prob_reroute,source,round,unit_id,plan_a,plan_b,strategy,actor_flight,old_global_points,new_global_points,old_global_pairs,new_global_pairs,prob_delay_after,prob_speed_after,prob_reroute_after
delay,2,46,46,53,71,False,True,8.561600000120961,rollback,4,22,0,stage2_independent_matching,0,0,2-59,4,cluster,delay,0,0.5,0.3,0.2,ADM_ref6_independent_matching,0,0,2,59,delay,2,53,71,46,46,,,
delay,2,46,46,53,71,False,True,7.630999999946653,rollback,4,22,0,stage2_independent_matching,0,0,2-59,4,cluster,delay,1,0.5,0.3,0.2,ADM_ref6_independent_matching,0,0,2,59,delay,2,53,71,46,46,,,
delay,2,46,47,53,58,False,True,7.537699999829783,rollback,4,8,1,stage2_independent_matching,0,0,2-59,4,cluster,delay,2,0.5,0.3,0.2,ADM_ref6_independent_matching,0,0,2,59,delay,2,53,58,46,47,,,
delay,2,46,46,53,71,False,True,7.595900000069378,rollback,4,22,0,stage2_independent_matching,0,0,2-59,4,cluster,delay,3,0.5,0.3,0.2,ADM_ref6_independent_matching,0,0,2,59,delay,2,53,71,46,46,,,
delay,2,46,46,53,71,False,True,7.708600000114529,rollback,4,22,0,stage2_independent_matching,0,0,2-59,4,cluster,delay,4,0.5,0.3,0.2,ADM_ref6_independent_matching,0,0,2,59,delay,2,53,71,46,46,,,
delay,59,46,46,53,50,False,True,7.529699999849981,rollback,4,0,3,stage2_independent_matching,0,0,2-59,4,cluster,delay,5,0.5,0.3,0.2,ADM_ref6_independent_matching,0,0,2,59,delay,59,53,50,46,46,,,
delay,59,46,46,53,50,False,True,7.352699999955803,rollback,4,0,3,stage2_independent_matching,0,0,2-59,4,cluster,delay,6,0.5,0.3,0.2,ADM_ref6_independent_matching,0,0,2,59,delay,59,53,50,46,46,,,
delay,59,46,46,53,50,False,True,7.798299999649316,rollback,4,0,2,stage2_independent_matching,0,0,2-59,4,cluster,delay,7,0.5,0.3,0.2,ADM_ref6_independent_matching,0,0,2,59,delay,59,53,50,46,46,,,
delay,59,46,45,53,49,True,False,8.13190000008035,pairs_decreased,4,0,0,stage2_independent_matching,0,0,2-59,4,cluster,delay,8,0.5,0.3,0.2,ADM_ref6_independent_matching,0,0,2,59,delay,59,53,49,46,45,0.75,0.15,0.1
cruise_level,27,45,45,49,54,False,True,18.923500000255444,rollback,2,7,0,stage2_independent_matching,1,0,27-54,2,crossing,reroute,0,0.25,0.6,0.15,ADM_ref6_independent_matching,1,0,27,54,reroute,27,49,54,45,45,,,
cruise_level,27,45,45,49,48,False,True,7.627299999967363,rollback,2,1,0,stage2_independent_matching,1,0,27-54,2,crossing,reroute,1,0.25,0.6,0.15,ADM_ref6_independent_matching,1,0,27,54,reroute,27,49,48,45,45,,,
cruise_level,27,45,45,49,48,False,True,7.4605999998311745,rollback,2,1,0,stage2_independent_matching,1,0,27-54,2,crossing,reroute,2,0.25,0.6,0.15,ADM_ref6_independent_matching,1,0,27,54,reroute,27,49,48,45,45,,,
cruise_level,54,45,44,49,47,True,False,7.652400000097259,pairs_decreased,2,0,0,stage2_independent_matching,1,0,27-54,2,crossing,reroute,3,0.25,0.6,0.15,ADM_ref6_independent_matching,1,0,27,54,reroute,54,49,47,45,44,0.125,0.3,0.575
delay,37,44,44,47,47,False,True,7.318699999814271,rollback,2,2,1,stage2_independent_matching,2,0,37-76,2,crossing,delay,0,0.125,0.3,0.575,ADM_ref6_independent_matching,2,0,37,76,delay,37,47,47,44,44,,,
delay,76,44,45,47,48,False,True,7.415300000047864,rollback,2,2,1,stage2_independent_matching,2,0,37-76,2,crossing,delay,1,0.125,0.3,0.575,ADM_ref6_independent_matching,2,0,37,76,delay,76,47,48,44,45,,,
delay,37,44,42,47,44,True,False,7.351100000050792,pairs_decreased,2,0,1,stage2_independent_matching,2,0,37-76,2,crossing,delay,2,0.125,0.3,0.575,ADM_ref6_independent_matching,2,0,37,76,delay,37,47,44,44,42,0.5625,0.15,0.2875
delay,42,42,42,44,44,False,True,8.210500000132015,rollback,2,2,0,stage2_independent_matching,3,0,42-78,2,cluster,delay,0,0.75,0.15,0.1,ADM_ref6_independent_matching,3,0,42,78,delay,42,44,44,42,42,,,
delay,42,42,42,44,44,False,True,7.469199999832199,rollback,2,2,0,stage2_independent_matching,3,0,42-78,2,cluster,delay,1,0.75,0.15,0.1,ADM_ref6_independent_matching,3,0,42,78,delay,42,44,44,42,42,,,
delay,42,42,41,44,42,True,False,7.851299999856565,pairs_decreased,2,0,0,stage2_independent_matching,3,0,42-78,2,cluster,delay,2,0.75,0.15,0.1,ADM_ref6_independent_matching,3,0,42,78,delay,42,44,42,42,41,0.875,0.075,0.05
speed,77,41,41,42,43,False,True,8.16450000002078,rollback,2,3,0,stage2_independent_matching,4,0,55-77,2,head_to_head,speed,0,0.15,0.15,0.7,ADM_ref6_independent_matching,4,0,55,77,speed,77,42,43,41,41,,,
speed,77,41,41,42,43,False,True,7.9157000000122935,rollback,2,3,0,stage2_independent_matching,4,0,55-77,2,head_to_head,speed,1,0.15,0.15,0.7,ADM_ref6_independent_matching,4,0,55,77,speed,77,42,43,41,41,,,
speed,77,41,41,42,42,False,True,7.665499999802705,rollback,2,2,0,stage2_independent_matching,4,0,55-77,2,head_to_head,speed,2,0.15,0.15,0.7,ADM_ref6_independent_matching,4,0,55,77,speed,77,42,42,41,41,,,
speed,55,41,41,42,42,False,True,8.2366000001457,rollback,2,2,0,stage2_independent_matching,4,0,55-77,2,head_to_head,speed,3,0.15,0.15,0.7,ADM_ref6_independent_matching,4,0,55,77,speed,55,42,42,41,41,,,
speed,55,41,41,42,43,False,True,7.720600000084232,rollback,2,3,0,stage2_independent_matching,4,0,55-77,2,head_to_head,speed,4,0.15,0.15,0.7,ADM_ref6_independent_matching,4,0,55,77,speed,55,42,43,41,41,,,
speed,77,41,41,42,42,False,True,7.752299999992829,rollback,2,2,1,stage2_independent_matching,4,0,55-77,2,head_to_head,speed,5,0.15,0.15,0.7,ADM_ref6_independent_matching,4,0,55,77,speed,77,42,42,41,41,,,
speed,77,41,41,42,42,False,True,7.827999999790336,rollback,2,2,0,stage2_independent_matching,4,0,55-77,2,head_to_head,speed,6,0.15,0.15,0.7,ADM_ref6_independent_matching,4,0,55,77,speed,77,42,42,41,41,,,
speed,55,41,41,42,41,False,True,10.515299999951822,rollback,2,0,1,stage2_independent_matching,4,0,55-77,2,head_to_head,speed,7,0.15,0.15,0.7,ADM_ref6_independent_matching,4,0,55,77,speed,55,42,41,41,41,,,
speed,55,41,42,42,42,False,True,20.297800000207644,rollback,2,1,1,stage2_independent_matching,4,0,55-77,2,head_to_head,speed,8,0.15,0.15,0.7,ADM_ref6_independent_matching,4,0,55,77,speed,55,42,42,41,42,,,
speed,55,41,41,42,41,False,True,7.945800000015879,rollback,2,1,0,stage2_independent_matching,4,0,55-77,2,head_to_head,speed,9,0.15,0.15,0.7,ADM_ref6_independent_matching,4,0,55,77,speed,55,42,41,41,41,,,
cruise_level,55,41,40,42,40,True,False,8.13869999956296,pairs_decreased,2,0,0,stage2_independent_matching,4,0,55-77,2,head_to_head,reroute,0,0.15,0.15,0.7,ADM_ref6_independent_matching,4,0,55,77,reroute,55,42,40,41,40,0.075,0.075,0.85
cruise_level,3,40,40,40,40,False,True,7.997900000191294,rollback,1,0,1,stage2_independent_matching,5,0,3-65,1,head_to_head,reroute,0,0.075,0.075,0.85,ADM_ref6_independent_matching,5,0,3,65,reroute,3,40,40,40,40,,,
cruise_level,3,40,39,40,39,True,False,7.694800000081159,pairs_decreased,1,0,0,stage2_independent_matching,5,0,3-65,1,head_to_head,reroute,1,0.075,0.075,0.85,ADM_ref6_independent_matching,5,0,3,65,reroute,3,40,39,40,39,0.0375,0.0375,0.925
delay,6,39,39,39,39,False,True,7.468600000265724,rollback,1,1,0,stage2_independent_matching,6,0,6-11,1,crossing,delay,0,0.5625,0.15,0.2875,ADM_ref6_independent_matching,6,0,6,11,delay,6,39,39,39,39,,,
delay,11,39,41,39,41,False,True,7.8846000001249195,rollback,1,1,2,stage2_independent_matching,6,0,6-11,1,crossing,delay,1,0.5625,0.15,0.2875,ADM_ref6_independent_matching,6,0,6,11,delay,11,39,41,39,41,,,
delay,6,39,41,39,41,False,True,7.450099999914528,rollback,1,0,3,stage2_independent_matching,6,0,6-11,1,crossing,delay,2,0.5625,0.15,0.2875,ADM_ref6_independent_matching,6,0,6,11,delay,6,39,41,39,41,,,
delay,6,39,40,39,40,False,True,7.726700000148412,rollback,1,0,2,stage2_independent_matching,6,0,6-11,1,crossing,delay,3,0.5625,0.15,0.2875,ADM_ref6_independent_matching,6,0,6,11,delay,6,39,40,39,40,,,
